taxon	sequenceID	Pubmed ID	length	gb_segment	name	full_name	lab_construct	isolate	sample_date	place_sampled	country	collection_year	host_sci_name
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/JX133155	JX133155	-	963	6	-	Influenza C virus (C/Alberta/4753/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/JX133156	JX133156	-	963	6	-	Influenza C virus (C/Alberta/21100/2010)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/JX133157	JX133157	-	963	6	-	Influenza C virus (C/Alberta/2193/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/JX133158	JX133158	-	963	6	-	Influenza C virus (C/Alberta/4941/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/JX133159	JX133159	-	963	6	-	Influenza C virus (C/Alberta/10161/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/JX947866	JX947866	23523822	1161	6	-	Influenza C virus (C/Eastern India/1202/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/JX963106	JX963106	-	1059	6	-	Influenza C virus (C/Singapore/DSO-050530/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/JX963107	JX963107	-	1058	6	-	Influenza C virus (C/Singapore/DSO-070170/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/JX963108	JX963108	-	1059	6	-	Influenza C virus (C/Singapore/DSO-070193/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/JX963109	JX963109	-	1065	6	-	Influenza C virus (C/Singapore/DSO-070203/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KM504282	KM504282	-	1180	6	-	Influenza C virus (C/Victoria/2/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KM507550	KM507550	-	1103	6	-	Influenza C virus (C/India/P121719/2012)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KM507557	KM507557	-	1124	6	-	Influenza C virus (C/India/P135047/2013)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KT232087	KT232087	-	1084	6	-	Influenza C virus (C/India/P119564/2011)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KT835361	KT835361	26655269	980	6	-	Influenza C virus (C/Scotland/6855/2007)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KT835362	KT835362	26655269	982	6	-	Influenza C virus (C/Scotland/7274/2007)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KT835363	KT835363	26655269	982	6	-	Influenza C virus (C/Scotland/7482/2007)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KT835364	KT835364	26655269	973	6	-	Influenza C virus (C/Scotland/7383/2007)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KT835365	KT835365	26655269	591	6	-	Influenza C virus (C/Scotland/5500/2007)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KT835366	KT835366	26655269	573	6	-	Influenza C virus (C/Scotland/5334/2007)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/KY075642	KY075642	28406194	273	6	-	Influenza C virus (C/Lancaster/1/2015)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123815	LC123815	27384661	1125	6	-	Influenza C virus (C/Great Lakes/1167/1954)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123816	LC123816	27384661	1125	6	-	Influenza C virus (C/Johannesburg/4/67)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123817	LC123817	27384661	1125	6	-	Influenza C virus (C/Paris/1/67)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123818	LC123818	27384661	1125	6	-	Influenza C virus (C/Georgia/1/69)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123819	LC123819	27384661	1125	6	-	Influenza C virus (C/Yamagata/7/81)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123820	LC123820	27384661	1125	6	-	Influenza C virus (C/Yamagata/10/1981)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123821	LC123821	27384661	1125	6	-	Influenza C virus (C/Yamagata/4/92)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123822	LC123822	27384661	1125	6	-	Influenza C virus (C/Yamagata/5/92)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123823	LC123823	27384661	1125	6	-	Influenza C virus (C/Yamagata/5/2002)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123824	LC123824	27384661	1125	6	-	Influenza C virus (C/Yamagata/7/2002)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123825	LC123825	27384661	1125	6	-	Influenza C virus (C/Miyagi/4/2002)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123826	LC123826	27384661	1125	6	-	Influenza C virus (C/Miyagi/11/2002)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123827	LC123827	27384661	1125	6	-	Influenza C virus (C/Miyagi/20/2002)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123828	LC123828	27384661	1125	6	-	Influenza C virus (C/Miyagi/28/2002)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123829	LC123829	27384661	1125	6	-	Influenza C virus (C/Miyagi/31/2002)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123830	LC123830	27384661	1125	6	-	Influenza C virus (C/Yamagata/3/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123831	LC123831	27384661	1125	6	-	Influenza C virus (C/Yamagata/14/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123832	LC123832	27384661	1125	6	-	Influenza C virus (C/Yamagata/15/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123833	LC123833	27384661	1125	6	-	Influenza C virus (C/Yamagata/18/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123834	LC123834	27384661	1125	6	-	Influenza C virus (C/Yamagata/26/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123835	LC123835	27384661	1125	6	-	Influenza C virus (C/Yamagata/27/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123836	LC123836	27384661	1125	6	-	Influenza C virus (C/Miyagi/12/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123837	LC123837	27384661	1125	6	-	Influenza C virus (C/Miyagi/25/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123838	LC123838	27384661	1125	6	-	Influenza C virus (C/Miyagi/42/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123839	LC123839	27384661	1125	6	-	Influenza C virus (C/Miyagi/47/2004)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123840	LC123840	27384661	1125	6	-	Influenza C virus (C/Yamagata/1/2005)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123841	LC123841	27384661	1125	6	-	Influenza C virus (C/Yamagata/2/2005)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123842	LC123842	27384661	1125	6	-	Influenza C virus (C/Yamagata/3/2005)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123843	LC123843	27384661	1125	6	-	Influenza C virus (C/Miyagi/2/2005)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123844	LC123844	27384661	1125	6	-	Influenza C virus (C/Miyagi/4/2005)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123845	LC123845	27384661	1125	6	-	Influenza C virus (C/Fukuoka/1/2005)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123846	LC123846	27384661	1125	6	-	Influenza C virus (C/Fukuoka/2/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123847	LC123847	27384661	1125	6	-	Influenza C virus (C/Yamagata/1/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123848	LC123848	27384661	1125	6	-	Influenza C virus (C/Yamagata/9/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123849	LC123849	27384661	1125	6	-	Influenza C virus (C/Yamagata/13/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123850	LC123850	27384661	1125	6	-	Influenza C virus (C/Yamagata/14/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123851	LC123851	27384661	1125	6	-	Influenza C virus (C/Yamagata/20/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123852	LC123852	27384661	1125	6	-	Influenza C virus (C/Miyagi/4/2006)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123853	LC123853	27384661	1125	6	-	Influenza C virus (C/Yamagata/1/2007)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123854	LC123854	27384661	1125	6	-	Influenza C virus (C/Yamagata/3/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123855	LC123855	27384661	1125	6	-	Influenza C virus (C/Yamagata/11/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123856	LC123856	27384661	1125	6	-	Influenza C virus (C/Yamagata/16/2008)	-	-	-	-	-	-	-
alignment/AL_ICV_SEG6/member/ncbi-nuccore-icv/LC123857	LC123857	27384661	1125	6	-	Influenza C virus (C/Yamagata/18/2008)	-	-	-	-	-	-	-
