taxon	sequenceID	length	name	isolate	iso_region	iso_country	iso_year	iso_host	subtype	strain
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY644175	KY644175	2274	-	-	-	Chile	2015	Anas georgica	H10N1	A/yellow-billed pintail/Chile/C4256/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY644270	KY644270	2341	-	-	-	Guatemala	2013	Anas discors	H14N4	A/blue-winged teal/Guatemala/CIP049H113-76/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY644447	KY644447	2341	-	-	-	Guatemala	2012	Anas discors	H3N3	A/blue-winged teal/Guatemala/CIP049H109-14/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY644452	KY644452	2341	-	-	-	Guatemala	2011	Anas discors	H4N3	A/blue-winged teal/Guatemala/CIP049H103-37/2011
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY644478	KY644478	2341	-	-	-	Guatemala	2013	Anas discors	H14N4	A/blue-winged teal/Guatemala/CIP049H113-08/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY684317	KY684317	2304	-	-	Dubois County, Indiana	USA: Dubois County, Indiana	2016	Meleagris gallopavo	H7N8	A/turkey/Indiana/16-001571-8/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY828672	KY828672	2300	-	-	-	USA	2014	Anas platyrhynchos	H2N6	A/mallard/California/UCD353/2014
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY971072	KY971072	2277	-	-	-	China	2013	Anseriformes sp	H1N3	A/duck/Zhejiang/7734/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY983151	KY983151	2341	-	-	-	USA	2015	Anas clypeata	H8N4	A/northern shoveler/California/HS206/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY983170	KY983170	2341	-	-	-	USA	2015	Anas acuta	H6N5	A/northern pintail/California/HS052A/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY990738	KY990738	2341	-	-	-	USA	2016	Anas platyrhynchos	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/KY990805	KY990805	2341	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/California/UCD738/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/LC339537	LC339537	2325	-	-	Hokkaido	Japan:Hokkaido	2014	Anseriformes sp.	H8N4	A/duck/Hokkaido/220/2014
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/LC339617	LC339617	2322	-	-	Hokkaido	Japan:Hokkaido	2015	Anseriformes sp.	H11N6	A/duck/Hokkaido/W165/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/LC339657	LC339657	2326	-	-	Hokkaido	Japan:Hokkaido	2005	Anseriformes sp.	H2N5	A/duck/Hokkaido/W259/2005
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/LC339895	LC339895	2323	-	-	-	Mongolia	2011	Anseriformes sp.	H4N3	A/duck/Mongolia/17/2011
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/LC349301	LC349301	2323	-	-	-	Mongolia	2013	Anseriformes sp.	H4N1	A/duck/Mongolia/202/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/LC371768	LC371768	2324	-	-	Hokkaido	Japan: Hokkaido	2001	Anseriformes	H4N5	A/duck/Hokkaido/1058/2001
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/LC371784	LC371784	2320	-	-	Hokkaido	Japan: Hokkaido	2013	Anseriformes	H2N1	A/duck/Hokkaido/162/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/LC371816	LC371816	2329	-	-	Hokkaido	Japan: Hokkaido	2014	Anseriformes	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/LC431474	LC431474	2321	-	-	Alaska	USA:Alaska	1994	Anseriformes sp.	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF046571	MF046571	2274	-	-	-	USA	2016	Arenaria interpres	H10N4	A/ruddy turnstone/Delaware Bay/368/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF112362	MF112362	2274	-	-	-	Nigeria	2015	Gallus gallus	H5N1	A/chicken/Nigeria/16VIR5840-10/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF112412	MF112412	2274	-	-	-	Nigeria	2015	Gallus gallus	H5N1	A/chicken/Nigeria/16VIR5840-62/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF146034	MF146034	2341	-	-	-	Netherlands	2014	Anas platyrhynchos	H2N9	A/mallard duck/Netherlands/14/2014
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF146369	MF146369	2341	-	-	-	Netherlands	2009	Anas platyrhynchos	H3N3	A/mallard duck/Netherlands/13/2009
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF146486	MF146486	2341	-	-	-	Netherlands	2008	Chroicocephalus ridibundus	H16N8	A/black-headed gull/Netherlands/43/2008
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF146765	MF146765	2341	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139579/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF146776	MF146776	2341	-	-	-	Netherlands	2006	Anas platyrhynchos	H10N6	A/mallard duck/Netherlands/8/2006
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF146857	MF146857	2341	-	-	-	Netherlands	2011	Anas platyrhynchos	H7N1	A/mallard duck/Netherlands/40/2011
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF146859	MF146859	2341	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139752/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF147356	MF147356	2341	-	-	-	Georgia	2012	Larus michahellis	H13N8	A/yellow-legged gull/Georgia/4/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF147476	MF147476	2341	-	-	-	Netherlands	2006	Anas platyrhynchos	H10N6	A/mallard duck/Netherlands/7/2006
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF147603	MF147603	2341	-	-	-	Netherlands	2012	Chroicocephalus ridibundus	H13N6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF147769	MF147769	2341	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139647/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF147865	MF147865	2341	-	-	-	Netherlands	2009	Chroicocephalus ridibundus	H13N2	A/black-headed gull/Netherlands/3/2009
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF148061	MF148061	2341	-	-	-	Netherlands	2006	Anas platyrhynchos	H4N2	A/mallard duck/Netherlands/53/2006
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF148108	MF148108	2341	-	-	-	Netherlands	2008	Chroicocephalus ridibundus	H13N8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF359872	MF359872	2300	-	-	-	Canada	2009	Anas platyrhynchos	H5N5	A/mallard/Alberta/383/2009
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF575119	MF575119	2341	-	-	-	Netherlands	2009	Anas platyrhynchos	H7N7	A/mallard duck/Netherlands/3/2009
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF575132	MF575132	2341	-	-	-	Netherlands	2008	Anas platyrhynchos	H3N6	A/mallard duck/Netherlands/62/2008
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF575255	MF575255	2341	-	-	-	Netherlands	2011	Chroicocephalus ridibundus	H13N3	A/black-headed gull/Netherlands/8/2011
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF575286	MF575286	2341	-	-	-	Netherlands	2014	Chroicocephalus ridibundus	H11N1	A/black-headed gull/Netherlands/21/2014
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF613883	MF613883	2274	-	-	-	USA	2016	Arenaria interpres	H11N4	A/ruddy turnstone/Delaware Bay/303/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF959973	MF959973	2341	-	-	-	Netherlands	2009	Arenaria interpres	H10N4	A/ruddy turnstone/Netherlands/2/2009
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF978420	MF978420	2341	-	-	-	USA	2016	Felidae sp.	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MF987899	MF987899	2274	-	-	-	South Korea	2015	Aves	H7N1	A/aquatic bird/South Korea/sw001/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG042300	MG042300	2289	-	-	-	Bangladesh	2016	Anas sp.	H5N1	A/duck/Bangladesh/30818/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG241349	MG241349	2274	-	-	-	China	2017	Aves	H2N6	A/wild bird/Fujian/24/2017
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG279777	MG279777	2333	-	-	-	USA	2016	Anas platyrhynchos	H2N3	A/mallard duck/Ohio/16OS5056/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG279924	MG279924	2316	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS5291/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG279961	MG279961	2316	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS4707/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG280024	MG280024	2316	-	-	-	USA	2016	Anas platyrhynchos	H9N3	A/mallard duck/Ohio/16OS0875/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG280040	MG280040	2304	-	-	-	USA	2016	Anas platyrhynchos	H6N4	A/mallard duck/Ohio/16OS0826/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG280071	MG280071	2322	-	-	-	USA	2016	Anas discors	H9N4	A/blue-winged teal/Ohio/16OS1068/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG280080	MG280080	2300	-	-	-	USA	2016	Anas crecca	H6N1	A/green-winged teal/Ohio/16OS0556/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG280161	MG280161	2341	-	-	-	USA	2016	Melanitta sp.	H7N6	A/scoter/Maryland/16OS2531/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG280201	MG280201	2332	-	-	-	USA	2016	Anas platyrhynchos	H1N7	A/mallard duck/Wisconsin/16OS4004/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG280367	MG280367	2329	-	-	-	USA	2016	Anas clypeata	H14N7	A/Northern shoveler/Missouri/16OS6248/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG280499	MG280499	2310	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/Ohio/16OS0818/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG575556	MG575556	2274	-	-	-	China	2017	Gallus gallus	H7N9	A/chicken/Jiangsu/JS/02/71/2017
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MG964894	MG964894	2274	-	-	Pocahontas County, Iowa	USA: Pocahontas County, Iowa	2015	Meleagris gallopavo	H5N2	A/turkey/Iowa/15-014789-1/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH018580	MH018580	2277	-	-	-	China	2015	Canis familiaris	H3N8	A/canine/Zhejiang/S34/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH061509	MH061509	2316	-	-	-	Mexico	2013	Sus scrofa	H3N1	A/swine/Mexico/9783514/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH061541	MH061541	2318	-	-	-	Mexico	2014	Sus scrofa	H1N2	A/swine/Mexico/10290795/2014
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH068509	MH068509	2316	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2770/2017
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH068533	MH068533	2316	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H9N7	A/ruddy turnstone/New Jersey/UGAI17-2775/2017
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH068661	MH068661	2304	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2989/2017
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH071487	MH071487	2316	-	-	-	Bangladesh	2015	Anas sp.	H10N6	A/duck/Bangladesh/24268/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH134664	MH134664	2341	-	-	-	Chile	2016	-	H13N2	A/environment/Chile/C7125/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH134717	MH134717	2341	-	-	-	Chile	2016	Fulica armillata	H3N4	A/red-gartered coot/Chile/C16030/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH134792	MH134792	2341	-	-	-	Chile	2016	Chroicocephalus maculipennis	H9N7	A/brown-hooded gull/Chile/C15103/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH134793	MH134793	2341	-	-	-	Chile	2016	Larus dominicanus	H16N3	A/kelp gull/Chile/C10579/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH135433	MH135433	2289	-	-	-	Bangladesh	2017	Anas platyrhynchos	mixed	A/duck/Bangladesh/33638/2017
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH411823	MH411823	2274	-	-	-	Canada	2017	Anas discors	H3N8	A/blue-winged teal/Alberta/98/2017
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH412197	MH412197	2336	-	-	-	Canada	2017	Anas platyrhynchos	H8N4	A/mallard/Alberta/48/2017
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH498723	MH498723	2274	-	-	-	Chile	2016	Haematopus ater	H13N9	A/blackish oystercatcher/Chile/C20062/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH498786	MH498786	2274	-	-	-	Chile	2016	Charadriiformes	H13N2	A/shorebird/Chile/C7037/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH498811	MH498811	2274	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20179/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH498941	MH498941	2274	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20145/2016
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501060	MH501060	2316	-	-	New Jersey	USA: New Jersey	2015	Laridae sp	H13N3	A/gull/New Jersey/UGAI15-3767/2015
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501239	MH501239	2316	-	-	Delaware	USA: Delaware	2010	Arenaria interpres	H2N3	A/ruddy turnstone/Delaware/AI10-1106/2010
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501287	MH501287	2316	-	-	Delaware	USA: Delaware	2008	Arenaria interpres	H1N5	A/ruddy turnstone/Delaware/Sg-00549/2008
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501399	MH501399	2301	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-526/2009
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501439	MH501439	2301	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-807/2009
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501543	MH501543	2316	-	-	New Jersey	USA: New Jersey	2010	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/AI10-669/2010
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501623	MH501623	2316	-	-	New Jersey	USA: New Jersey	2011	Arenaria interpres	H10N9	A/ruddy turnstone/New Jersey/AI11-871/2011
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501655	MH501655	2316	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-1729/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501735	MH501735	2316	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2043/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501799	MH501799	2304	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2391/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501839	MH501839	2316	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N8	A/ruddy turnstone/New Jersey/AI12-2549/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501871	MH501871	2316	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2951/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501879	MH501879	2316	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2979/2012
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH501927	MH501927	2316	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-1877/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502023	MH502023	2316	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-2070/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502031	MH502031	2316	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2102/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502088	MH502088	2316	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2208/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502096	MH502096	2316	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H01N2	A/ruddy turnstone/New Jersey/AI13-2215/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502104	MH502104	2316	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N7	A/ruddy turnstone/New Jersey/AI13-2227/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502152	MH502152	2316	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N7	A/ruddy turnstone/New Jersey/AI13-2299/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502176	MH502176	2316	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N8	A/ruddy turnstone/New Jersey/AI13-2346/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502288	MH502288	2316	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502500	MH502500	2274	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H16N3	A/ruddy turnstone/New Jersey/AI13-2872/2013
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502654	MH502654	2304	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H12N4	A/ruddy turnstone/New Jersey/UGAI14-1347/2014
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502776	MH502776	2316	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/UGAI14-1857/2014
alignment/AL_IAV_SEG2/member/iav-ncbi-refseqs-seg2/MH502784	MH502784	2316	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H3N4	A/ruddy turnstone/New Jersey/UGAI14-1868/2014
