taxon	sequenceID	length	name	isolate	iso_region	iso_country	iso_year	iso_host	subtype	strain
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY635587	KY635587	1708	-	-	-	Bangladesh	2015	Limosa limosa	H7N5	A/black-tailed godwit/Bangladesh/24734/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY635680	KY635680	1725	-	-	-	Bangladesh	2015	Anas sp.	H15N9	A/duck/Bangladesh/24704/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY635719	KY635719	1737	-	-	-	Bangladesh	2015	Anas sp.	H15N9	A/duck/Bangladesh/24697/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY644177	KY644177	1686	-	-	-	Chile	2015	Anas georgica	H10N1	A/yellow-billed pintail/Chile/C4256/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY644183	KY644183	1689	-	-	-	Chile	2016	Haematopus ater	H2N2	A/blackish oystercatcher/Chile/C6534/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY644232	KY644232	1748	-	-	-	Guatemala	2013	Anas discors	H14N4	A/blue-winged teal/Guatemala/CIP049H113-08/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY644258	KY644258	1748	-	-	-	Guatemala	2013	Anas discors	H14N4	A/blue-winged teal/Guatemala/CIP049H113-76/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY644462	KY644462	1737	-	-	-	Guatemala	2011	Anas discors	H4N3	A/blue-winged teal/Guatemala/CIP049H103-37/2011
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY644487	KY644487	1765	-	-	-	Guatemala	2012	Anas discors	H3N3	A/blue-winged teal/Guatemala/CIP049H109-14/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY684319	KY684319	1706	-	-	Dubois County, Indiana	USA: Dubois County, Indiana	2016	Meleagris gallopavo	H7N8	A/turkey/Indiana/16-001571-8/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY828666	KY828666	1708	-	-	-	USA	2014	Anas platyrhynchos	H2N6	A/mallard/California/UCD353/2014
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY971128	KY971128	1701	-	-	-	China	2013	Anseriformes sp	H1N3	A/duck/Zhejiang/7734/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY983172	KY983172	1743	-	-	-	USA	2015	Anas clypeata	H8N4	A/northern shoveler/California/HS206/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY983185	KY983185	1744	-	-	-	USA	2015	Anas acuta	H6N5	A/northern pintail/California/HS052A/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY990741	KY990741	1737	-	-	-	USA	2016	Anas platyrhynchos	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/KY990789	KY990789	1738	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/California/UCD738/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC339539	LC339539	1728	-	-	Hokkaido	Japan:Hokkaido	2014	Anseriformes sp.	H8N4	A/duck/Hokkaido/220/2014
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC339619	LC339619	1744	-	-	Hokkaido	Japan:Hokkaido	2015	Anseriformes sp.	H11N6	A/duck/Hokkaido/W165/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC339659	LC339659	1753	-	-	Hokkaido	Japan:Hokkaido	2005	Anseriformes sp.	H2N5	A/duck/Hokkaido/W259/2005
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC339897	LC339897	1721	-	-	-	Mongolia	2011	Anseriformes sp.	H4N3	A/duck/Mongolia/17/2011
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC349303	LC349303	1722	-	-	-	Mongolia	2013	Anseriformes sp.	H4N1	A/duck/Mongolia/202/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC371770	LC371770	1721	-	-	Hokkaido	Japan: Hokkaido	2001	Anseriformes	H4N5	A/duck/Hokkaido/1058/2001
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC371786	LC371786	1749	-	-	Hokkaido	Japan: Hokkaido	2013	Anseriformes	H2N1	A/duck/Hokkaido/162/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC371818	LC371818	1729	-	-	Hokkaido	Japan: Hokkaido	2014	Anseriformes	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/LC431476	LC431476	1753	-	-	Alaska	USA:Alaska	1994	Anseriformes sp.	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF046342	MF046342	1698	-	-	-	USA	2016	Arenaria interpres	H11N4	A/ruddy turnstone/Delaware Bay/303/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF112551	MF112551	1704	-	-	-	Nigeria	2015	Gallus gallus	H5N1	A/chicken/Nigeria/16VIR5840-10/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF112603	MF112603	1704	-	-	-	Nigeria	2015	Gallus gallus	H5N1	A/chicken/Nigeria/16VIR5840-62/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF145846	MF145846	1728	-	-	-	Netherlands	2006	Anas platyrhynchos	H10N6	A/mallard duck/Netherlands/7/2006
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF145850	MF145850	1762	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139579/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF146091	MF146091	1732	-	-	-	Netherlands	2011	Anas platyrhynchos	H7N1	A/mallard duck/Netherlands/40/2011
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF146130	MF146130	1765	-	-	-	Netherlands	2009	Anas platyrhynchos	H3N3	A/mallard duck/Netherlands/13/2009
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF146364	MF146364	1765	-	-	-	Netherlands	2008	Chroicocephalus ridibundus	H13N8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF146414	MF146414	1765	-	-	-	Netherlands	2009	Chroicocephalus ridibundus	H13N2	A/black-headed gull/Netherlands/3/2009
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF146856	MF146856	1728	-	-	-	Netherlands	2006	Anas platyrhynchos	H10N6	A/mallard duck/Netherlands/8/2006
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF147250	MF147250	1758	-	-	-	Netherlands	2008	Chroicocephalus ridibundus	H16N8	A/black-headed gull/Netherlands/43/2008
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF147328	MF147328	1762	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139752/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF147792	MF147792	1765	-	-	-	Georgia	2012	Larus michahellis	H13N8	A/yellow-legged gull/Georgia/4/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF147944	MF147944	1765	-	-	-	Netherlands	2012	Chroicocephalus ridibundus	H13N6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF147992	MF147992	1762	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139647/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF148037	MF148037	1773	-	-	-	Netherlands	2014	Anas platyrhynchos	H2N9	A/mallard duck/Netherlands/14/2014
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF148075	MF148075	1738	-	-	-	Netherlands	2006	Anas platyrhynchos	H4N2	A/mallard duck/Netherlands/53/2006
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF359882	MF359882	1742	-	-	-	Canada	2009	Anas platyrhynchos	H5N5	A/mallard/Alberta/383/2009
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF575034	MF575034	1760	-	-	-	Netherlands	2014	Chroicocephalus ridibundus	H11N1	A/black-headed gull/Netherlands/21/2014
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF575091	MF575091	1765	-	-	-	Netherlands	2008	Anas platyrhynchos	H3N6	A/mallard duck/Netherlands/62/2008
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF575189	MF575189	1732	-	-	-	Netherlands	2009	Anas platyrhynchos	H7N7	A/mallard duck/Netherlands/3/2009
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF575266	MF575266	1765	-	-	-	Netherlands	2011	Chroicocephalus ridibundus	H13N3	A/black-headed gull/Netherlands/8/2011
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF613788	MF613788	1686	-	-	-	USA	2016	Arenaria interpres	H10N4	A/ruddy turnstone/Delaware Bay/368/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF959967	MF959967	1728	-	-	-	Netherlands	2009	Arenaria interpres	H10N4	A/ruddy turnstone/Netherlands/2/2009
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF978414	MF978414	1709	-	-	-	USA	2016	Felidae sp.	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MF987893	MF987893	1683	-	-	-	South Korea	2015	Aves	H7N1	A/aquatic bird/South Korea/sw001/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG042257	MG042257	1751	-	-	-	Bangladesh	2016	Anas sp.	H5N1	A/duck/Bangladesh/30818/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG241343	MG241343	1689	-	-	-	China	2017	Aves	H2N6	A/wild bird/Fujian/24/2017
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG279875	MG279875	1713	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/Ohio/16OS0818/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG279884	MG279884	1767	-	-	-	USA	2016	Anas platyrhynchos	H1N7	A/mallard duck/Wisconsin/16OS4004/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG279937	MG279937	1703	-	-	-	USA	2016	Melanitta sp.	H7N6	A/scoter/Maryland/16OS2531/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG279938	MG279938	1772	-	-	-	USA	2016	Anas platyrhynchos	H2N3	A/mallard duck/Ohio/16OS5056/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG280044	MG280044	1723	-	-	-	USA	2016	Anas clypeata	H14N7	A/Northern shoveler/Missouri/16OS6248/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG280473	MG280473	1683	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS5291/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG280506	MG280506	1719	-	-	-	USA	2016	Anas platyrhynchos	H6N4	A/mallard duck/Ohio/16OS0826/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG280541	MG280541	1719	-	-	-	USA	2016	Anas crecca	H6N1	A/green-winged teal/Ohio/16OS0556/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG280542	MG280542	1683	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS4707/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG280584	MG280584	1738	-	-	-	USA	2016	Anas platyrhynchos	H9N3	A/mallard duck/Ohio/16OS0875/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG383442	MG383442	1742	-	-	-	USA	2016	Anas discors	H9N4	A/blue-winged teal/Ohio/16OS1068/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG575578	MG575578	1683	-	-	-	China	2017	Gallus gallus	H7N9	A/chicken/Jiangsu/JS/02/71/2017
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MG964896	MG964896	1704	-	-	Pocahontas County, Iowa	USA: Pocahontas County, Iowa	2015	Meleagris gallopavo	H5N2	A/turkey/Iowa/15-014789-1/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH018582	MH018582	1701	-	-	-	China	2015	Canis familiaris	H3N8	A/canine/Zhejiang/S34/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH061511	MH061511	1575	-	-	-	Mexico	2013	Sus scrofa	H3N1	A/swine/Mexico/9783514/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH061543	MH061543	1776	-	-	-	Mexico	2014	Sus scrofa	H1N2	A/swine/Mexico/10290795/2014
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH068503	MH068503	1743	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2770/2017
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH068527	MH068527	1717	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H9N7	A/ruddy turnstone/New Jersey/UGAI17-2775/2017
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH068655	MH068655	1743	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2989/2017
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH071504	MH071504	1703	-	-	-	Bangladesh	2015	Anas sp.	H10N6	A/duck/Bangladesh/24268/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH134689	MH134689	1742	-	-	-	Chile	2016	Chroicocephalus maculipennis	H9N7	A/brown-hooded gull/Chile/C15103/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH134728	MH134728	1758	-	-	-	Chile	2016	Larus dominicanus	H16N3	A/kelp gull/Chile/C10579/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH134897	MH134897	1764	-	-	-	Chile	2016	-	H13N2	A/environment/Chile/C7125/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH135403	MH135403	1713	-	-	-	Bangladesh	2017	Anas platyrhynchos	H4N2	A/duck/Bangladesh/33638/2017
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH412003	MH412003	1701	-	-	-	Canada	2017	Anas discors	H3N8	A/blue-winged teal/Alberta/98/2017
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH412114	MH412114	1735	-	-	-	Canada	2017	Anas platyrhynchos	H8N4	A/mallard/Alberta/48/2017
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH498641	MH498641	1698	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20179/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH498730	MH498730	1698	-	-	-	Chile	2016	Haematopus ater	H13N9	A/blackish oystercatcher/Chile/C20062/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH499141	MH499141	1698	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20145/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH499147	MH499147	1701	-	-	-	Chile	2016	Charadriiformes	H13N2	A/shorebird/Chile/C7037/2016
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501054	MH501054	1698	-	-	New Jersey	USA: New Jersey	2015	Laridae sp	H13N3	A/gull/New Jersey/UGAI15-3767/2015
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501233	MH501233	1747	-	-	Delaware	USA: Delaware	2010	Arenaria interpres	H2N3	A/ruddy turnstone/Delaware/AI10-1106/2010
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501281	MH501281	1734	-	-	Delaware	USA: Delaware	2008	Arenaria interpres	H1N5	A/ruddy turnstone/Delaware/Sg-00549/2008
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501393	MH501393	1749	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-526/2009
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501433	MH501433	1749	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-807/2009
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501537	MH501537	1719	-	-	New Jersey	USA: New Jersey	2010	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/AI10-669/2010
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501617	MH501617	1703	-	-	New Jersey	USA: New Jersey	2011	Arenaria interpres	H10N9	A/ruddy turnstone/New Jersey/AI11-871/2011
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501649	MH501649	1712	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-1729/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501729	MH501729	1746	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2043/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501793	MH501793	1746	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2391/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501833	MH501833	1712	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N8	A/ruddy turnstone/New Jersey/AI12-2549/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501865	MH501865	1712	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2951/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501873	MH501873	1712	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2979/2012
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH501921	MH501921	1703	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-1877/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502017	MH502017	1703	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-2070/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502025	MH502025	1703	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2102/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502082	MH502082	1703	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2208/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502090	MH502090	1703	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H01N2	A/ruddy turnstone/New Jersey/AI13-2215/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502098	MH502098	1709	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N7	A/ruddy turnstone/New Jersey/AI13-2227/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502146	MH502146	1703	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N7	A/ruddy turnstone/New Jersey/AI13-2299/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502170	MH502170	1709	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N8	A/ruddy turnstone/New Jersey/AI13-2346/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502282	MH502282	1703	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502494	MH502494	1731	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H16N3	A/ruddy turnstone/New Jersey/AI13-2872/2013
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502648	MH502648	1712	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H12N4	A/ruddy turnstone/New Jersey/UGAI14-1347/2014
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502770	MH502770	1719	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/UGAI14-1857/2014
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502778	MH502778	1732	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H3N4	A/ruddy turnstone/New Jersey/UGAI14-1868/2014
alignment/AL_IAV_SEG4/member/iav-ncbi-refseqs-seg4/MH502802	MH502802	1712	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H12N4	A/ruddy turnstone/New Jersey/UGAI14-1995/2014
