taxon	sequenceID	length	name	isolate	iso_region	iso_country	iso_year	iso_host	subtype	strain
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MF575261	MF575261	2233	-	-	-	Netherlands	2009	Anas platyrhynchos	H7N7	A/mallard duck/Netherlands/3/2009
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MF959977	MF959977	2233	-	-	-	Netherlands	2009	Arenaria interpres	H10N4	A/ruddy turnstone/Netherlands/2/2009
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MF978419	MF978419	2233	-	-	-	USA	2016	Felidae sp.	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MF987898	MF987898	2151	-	-	-	South Korea	2015	Aves	H7N1	A/aquatic bird/South Korea/sw001/2015
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG042205	MG042205	2176	-	-	-	Bangladesh	2016	Anas sp.	H5N1	A/duck/Bangladesh/30818/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG241348	MG241348	2151	-	-	-	China	2017	Aves	H2N6	A/wild bird/Fujian/24/2017
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG279892	MG279892	2231	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS4707/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG280051	MG280051	2224	-	-	-	USA	2016	Anas platyrhynchos	H1N7	A/mallard duck/Wisconsin/16OS4004/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG280195	MG280195	2232	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS5291/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG280199	MG280199	2208	-	-	-	USA	2016	Anas platyrhynchos	H9N3	A/mallard duck/Ohio/16OS0875/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG280252	MG280252	2208	-	-	-	USA	2016	Anas crecca	H6N1	A/green-winged teal/Ohio/16OS0556/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG280285	MG280285	2195	-	-	-	USA	2016	Anas platyrhynchos	H2N3	A/mallard duck/Ohio/16OS5056/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG280350	MG280350	2190	-	-	-	USA	2016	Melanitta sp.	H7N6	A/scoter/Maryland/16OS2531/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG280361	MG280361	2191	-	-	-	USA	2016	Anas discors	H9N4	A/blue-winged teal/Ohio/16OS1068/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG280443	MG280443	2191	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/Ohio/16OS0818/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG280558	MG280558	2232	-	-	-	USA	2016	Anas clypeata	H14N7	A/Northern shoveler/Missouri/16OS6248/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG280596	MG280596	2229	-	-	-	USA	2016	Anas platyrhynchos	H6N4	A/mallard duck/Ohio/16OS0826/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG575567	MG575567	2151	-	-	-	China	2017	Gallus gallus	H7N9	A/chicken/Jiangsu/JS/02/71/2017
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MG964895	MG964895	2151	-	-	Pocahontas County, Iowa	USA: Pocahontas County, Iowa	2015	Meleagris gallopavo	H5N2	A/turkey/Iowa/15-014789-1/2015
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH018581	MH018581	2151	-	-	-	China	2015	Canis familiaris	H3N8	A/canine/Zhejiang/S34/2015
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH061510	MH061510	2232	-	-	-	Mexico	2013	Sus scrofa	H3N1	A/swine/Mexico/9783514/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH061542	MH061542	2230	-	-	-	Mexico	2014	Sus scrofa	H1N2	A/swine/Mexico/10290795/2014
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH068508	MH068508	2195	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2770/2017
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH068532	MH068532	2208	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H9N7	A/ruddy turnstone/New Jersey/UGAI17-2775/2017
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH068660	MH068660	2195	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2989/2017
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH071451	MH071451	2208	-	-	-	Bangladesh	2015	Anas sp.	H10N6	A/duck/Bangladesh/24268/2015
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH134603	MH134603	2233	-	-	-	Chile	2016	Larus dominicanus	H16N3	A/kelp gull/Chile/C10579/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH134655	MH134655	2233	-	-	-	Chile	2016	-	H13N2	A/environment/Chile/C7125/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH134796	MH134796	2233	-	-	-	Chile	2016	Fulica armillata	H3N4	A/red-gartered coot/Chile/C16030/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH134884	MH134884	2233	-	-	-	Chile	2016	Chroicocephalus maculipennis	H9N7	A/brown-hooded gull/Chile/C15103/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH135344	MH135344	2176	-	-	-	Bangladesh	2017	Anas platyrhynchos	mixed	A/duck/Bangladesh/33638/2017
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH412308	MH412308	2151	-	-	-	Canada	2017	Anas discors	H3N8	A/blue-winged teal/Alberta/98/2017
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH412325	MH412325	2220	-	-	-	Canada	2017	Anas platyrhynchos	H8N4	A/mallard/Alberta/48/2017
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH498672	MH498672	2151	-	-	-	Chile	2016	Charadriiformes	H13N2	A/shorebird/Chile/C7037/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH498715	MH498715	2151	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20179/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH498716	MH498716	2151	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20145/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH499052	MH499052	2151	-	-	-	Chile	2016	Haematopus ater	H13N9	A/blackish oystercatcher/Chile/C20062/2016
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501059	MH501059	2208	-	-	New Jersey	USA: New Jersey	2015	Laridae sp	H13N3	A/gull/New Jersey/UGAI15-3767/2015
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501238	MH501238	2208	-	-	Delaware	USA: Delaware	2010	Arenaria interpres	H2N3	A/ruddy turnstone/Delaware/AI10-1106/2010
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501286	MH501286	2208	-	-	Delaware	USA: Delaware	2008	Arenaria interpres	H1N5	A/ruddy turnstone/Delaware/Sg-00549/2008
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501398	MH501398	2208	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-526/2009
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501438	MH501438	2208	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-807/2009
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501542	MH501542	2208	-	-	New Jersey	USA: New Jersey	2010	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/AI10-669/2010
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501622	MH501622	2201	-	-	New Jersey	USA: New Jersey	2011	Arenaria interpres	H10N9	A/ruddy turnstone/New Jersey/AI11-871/2011
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501654	MH501654	2201	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-1729/2012
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501734	MH501734	2201	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2043/2012
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501798	MH501798	2208	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2391/2012
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501838	MH501838	2201	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N8	A/ruddy turnstone/New Jersey/AI12-2549/2012
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501870	MH501870	2201	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2951/2012
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501878	MH501878	2201	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2979/2012
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH501926	MH501926	2200	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-1877/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502022	MH502022	2200	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-2070/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502030	MH502030	2208	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2102/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502087	MH502087	2200	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2208/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502095	MH502095	2208	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H01N2	A/ruddy turnstone/New Jersey/AI13-2215/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502103	MH502103	2208	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N7	A/ruddy turnstone/New Jersey/AI13-2227/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502151	MH502151	2208	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N7	A/ruddy turnstone/New Jersey/AI13-2299/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502175	MH502175	2200	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N8	A/ruddy turnstone/New Jersey/AI13-2346/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502287	MH502287	2200	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502499	MH502499	2196	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H16N3	A/ruddy turnstone/New Jersey/AI13-2872/2013
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502653	MH502653	2208	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H12N4	A/ruddy turnstone/New Jersey/UGAI14-1347/2014
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502775	MH502775	2201	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/UGAI14-1857/2014
alignment/AL_IAV_SEG3/member/iav-ncbi-refseqs-seg3/MH502783	MH502783	2208	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H3N4	A/ruddy turnstone/New Jersey/UGAI14-1868/2014
