taxon	sequenceID	length	name	isolate	iso_region	iso_country	iso_year	iso_host	subtype	strain
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY561179	KY561179	1537	-	-	-	USA	2015	Fulica americana	H10N2	A/American coot/Missouri/15OS6556/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY575213	KY575213	1565	-	-	Sonora	Mexico: Sonora	2009	Anas carolinensis	H6N5	A/green winged teal/Mexico-Sonora/829/2009
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY635528	KY635528	1528	-	-	-	Bangladesh	2015	Anas sp.	H15N9	A/duck/Bangladesh/24697/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY635694	KY635694	1540	-	-	-	Bangladesh	2015	Anas sp.	H15N9	A/duck/Bangladesh/24704/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY635709	KY635709	1528	-	-	-	Bangladesh	2015	Limosa limosa	H7N5	A/black-tailed godwit/Bangladesh/24734/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY635806	KY635806	1528	-	-	-	Bangladesh	2015	Anas sp.	H7N1	A/duck/Bangladesh/24692/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY644161	KY644161	1497	-	-	-	Chile	2015	Anas georgica	H10N1	A/yellow-billed pintail/Chile/C4256/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY644165	KY644165	1497	-	-	-	Chile	2016	Haematopus ater	H2N2	A/blackish oystercatcher/Chile/C6534/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY644200	KY644200	1565	-	-	-	Guatemala	2011	Anas discors	H4N3	A/blue-winged teal/Guatemala/CIP049H103-37/2011
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY644259	KY644259	1565	-	-	-	Guatemala	2013	Anas discors	H14N4	A/blue-winged teal/Guatemala/CIP049H113-08/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY644344	KY644344	1565	-	-	-	Guatemala	2013	Anas discors	H14N4	A/blue-winged teal/Guatemala/CIP049H113-76/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY644477	KY644477	1565	-	-	-	Guatemala	2012	Anas discors	H3N3	A/blue-winged teal/Guatemala/CIP049H109-14/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY684320	KY684320	1540	-	-	Dubois County, Indiana	USA: Dubois County, Indiana	2016	Meleagris gallopavo	H7N8	A/turkey/Indiana/16-001571-8/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY828681	KY828681	1497	-	-	-	USA	2014	Anas platyrhynchos	H2N6	A/mallard/California/UCD353/2014
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY971156	KY971156	1497	-	-	-	China	2013	Anseriformes sp	H1N3	A/duck/Zhejiang/7734/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY983203	KY983203	1565	-	-	-	USA	2015	Anas acuta	H6N5	A/northern pintail/California/HS052A/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY983215	KY983215	1565	-	-	-	USA	2015	Anas clypeata	H8N4	A/northern shoveler/California/HS206/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY990771	KY990771	1565	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/California/UCD738/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/KY990797	KY990797	1565	-	-	-	USA	2016	Anas platyrhynchos	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/LC339540	LC339540	1551	-	-	Hokkaido	Japan:Hokkaido	2014	Anseriformes sp.	H8N4	A/duck/Hokkaido/220/2014
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/LC339620	LC339620	1550	-	-	Hokkaido	Japan:Hokkaido	2015	Anseriformes sp.	H11N6	A/duck/Hokkaido/W165/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/LC339660	LC339660	1551	-	-	Hokkaido	Japan:Hokkaido	2005	Anseriformes sp.	H2N5	A/duck/Hokkaido/W259/2005
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/LC339898	LC339898	1548	-	-	-	Mongolia	2011	Anseriformes sp.	H4N3	A/duck/Mongolia/17/2011
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/LC349304	LC349304	1547	-	-	-	Mongolia	2013	Anseriformes sp.	H4N1	A/duck/Mongolia/202/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/LC371771	LC371771	1550	-	-	Hokkaido	Japan: Hokkaido	2001	Anseriformes	H4N5	A/duck/Hokkaido/1058/2001
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/LC371787	LC371787	1537	-	-	Hokkaido	Japan: Hokkaido	2013	Anseriformes	H2N1	A/duck/Hokkaido/162/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/LC371819	LC371819	1551	-	-	Hokkaido	Japan: Hokkaido	2014	Anseriformes	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/LC431477	LC431477	1540	-	-	Alaska	USA:Alaska	1994	Anseriformes sp.	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF046328	MF046328	1497	-	-	-	USA	2016	Arenaria interpres	H10N4	A/ruddy turnstone/Delaware Bay/368/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF046348	MF046348	1497	-	-	-	USA	2016	Arenaria interpres	H11N4	A/ruddy turnstone/Delaware Bay/303/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF112651	MF112651	1497	-	-	-	Nigeria	2015	Gallus gallus	H5N1	A/chicken/Nigeria/16VIR5840-10/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF112703	MF112703	1497	-	-	-	Nigeria	2015	Gallus gallus	H5N1	A/chicken/Nigeria/16VIR5840-62/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF145744	MF145744	1565	-	-	-	Netherlands	2008	Chroicocephalus ridibundus	H13N8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF145885	MF145885	1565	-	-	-	Netherlands	2012	Chroicocephalus ridibundus	H13N6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF146134	MF146134	1565	-	-	-	Netherlands	2014	Anas platyrhynchos	H2N9	A/mallard duck/Netherlands/14/2014
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF146294	MF146294	1565	-	-	-	Netherlands	2006	Anas platyrhynchos	H10N6	A/mallard duck/Netherlands/7/2006
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF146382	MF146382	1565	-	-	-	Netherlands	2009	Anas platyrhynchos	H3N3	A/mallard duck/Netherlands/13/2009
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF146793	MF146793	1565	-	-	-	Netherlands	2008	Chroicocephalus ridibundus	H16N8	A/black-headed gull/Netherlands/43/2008
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF147013	MF147013	1565	-	-	-	Netherlands	2006	Anas platyrhynchos	H10N6	A/mallard duck/Netherlands/8/2006
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF147041	MF147041	1565	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139647/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF147398	MF147398	1565	-	-	-	Netherlands	2011	Anas platyrhynchos	H7N1	A/mallard duck/Netherlands/40/2011
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF147643	MF147643	1565	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139752/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF147910	MF147910	1565	-	-	-	Netherlands	2006	Anas platyrhynchos	H4N2	A/mallard duck/Netherlands/53/2006
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF147946	MF147946	1565	-	-	-	Georgia	2012	Larus michahellis	H13N8	A/yellow-legged gull/Georgia/4/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF148033	MF148033	1565	-	-	-	Netherlands	2009	Chroicocephalus ridibundus	H13N2	A/black-headed gull/Netherlands/3/2009
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF148109	MF148109	1565	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139579/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF359861	MF359861	1497	-	-	-	Canada	2009	Anas platyrhynchos	H5N5	A/mallard/Alberta/383/2009
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF575017	MF575017	1565	-	-	-	Netherlands	2014	Chroicocephalus ridibundus	H11N1	A/black-headed gull/Netherlands/21/2014
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF575172	MF575172	1565	-	-	-	Netherlands	2011	Chroicocephalus ridibundus	H13N3	A/black-headed gull/Netherlands/8/2011
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF575284	MF575284	1565	-	-	-	Netherlands	2009	Anas platyrhynchos	H7N7	A/mallard duck/Netherlands/3/2009
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF575315	MF575315	1565	-	-	-	Netherlands	2008	Anas platyrhynchos	H3N6	A/mallard duck/Netherlands/62/2008
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF959943	MF959943	1565	-	-	-	Netherlands	2009	Arenaria interpres	H10N4	A/ruddy turnstone/Netherlands/2/2009
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF978417	MF978417	1565	-	-	-	USA	2016	Felidae sp.	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MF987896	MF987896	1497	-	-	-	South Korea	2015	Aves	H7N1	A/aquatic bird/South Korea/sw001/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG042103	MG042103	1540	-	-	-	Bangladesh	2016	Anas sp.	H5N1	A/duck/Bangladesh/30818/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG241346	MG241346	1497	-	-	-	China	2017	Aves	H2N6	A/wild bird/Fujian/24/2017
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG279736	MG279736	1540	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/Ohio/16OS0818/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG279742	MG279742	1540	-	-	-	USA	2016	Anas platyrhynchos	H6N4	A/mallard duck/Ohio/16OS0826/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG279826	MG279826	1565	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS4707/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG279913	MG279913	1565	-	-	-	USA	2016	Anas platyrhynchos	H2N3	A/mallard duck/Ohio/16OS5056/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG279946	MG279946	1561	-	-	-	USA	2016	Anas clypeata	H14N7	A/Northern shoveler/Missouri/16OS6248/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG280165	MG280165	1561	-	-	-	USA	2016	Anas platyrhynchos	H9N3	A/mallard duck/Ohio/16OS0875/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG280262	MG280262	1565	-	-	-	USA	2016	Melanitta sp.	H7N6	A/scoter/Maryland/16OS2531/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG280416	MG280416	1565	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS5291/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG280453	MG280453	1555	-	-	-	USA	2016	Anas crecca	H6N1	A/green-winged teal/Ohio/16OS0556/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG280491	MG280491	1551	-	-	-	USA	2016	Anas discors	H9N4	A/blue-winged teal/Ohio/16OS1068/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG280547	MG280547	1536	-	-	-	USA	2016	Anas platyrhynchos	H1N7	A/mallard duck/Wisconsin/16OS4004/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG575589	MG575589	1497	-	-	-	China	2017	Gallus gallus	H7N9	A/chicken/Jiangsu/JS/02/71/2017
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MG964897	MG964897	1497	-	-	Pocahontas County, Iowa	USA: Pocahontas County, Iowa	2015	Meleagris gallopavo	H5N2	A/turkey/Iowa/15-014789-1/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH018583	MH018583	1497	-	-	-	China	2015	Canis familiaris	H3N8	A/canine/Zhejiang/S34/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH061512	MH061512	1564	-	-	-	Mexico	2013	Sus scrofa	H3N1	A/swine/Mexico/9783514/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH061544	MH061544	1564	-	-	-	Mexico	2014	Sus scrofa	H1N2	A/swine/Mexico/10290795/2014
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH068506	MH068506	1537	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2770/2017
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH068530	MH068530	1539	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H9N7	A/ruddy turnstone/New Jersey/UGAI17-2775/2017
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH068658	MH068658	1537	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2989/2017
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH071459	MH071459	1540	-	-	-	Bangladesh	2015	Anas sp.	H10N6	A/duck/Bangladesh/24268/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH134630	MH134630	1565	-	-	-	Chile	2016	Chroicocephalus maculipennis	H9N7	A/brown-hooded gull/Chile/C15103/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH134724	MH134724	1565	-	-	-	Chile	2016	Fulica armillata	H3N4	A/red-gartered coot/Chile/C16030/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH134734	MH134734	1565	-	-	-	Chile	2016	-	H13N2	A/environment/Chile/C7125/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH134883	MH134883	1566	-	-	-	Chile	2016	Larus dominicanus	H16N3	A/kelp gull/Chile/C10579/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH135400	MH135400	1540	-	-	-	Bangladesh	2017	Anas platyrhynchos	mixed	A/duck/Bangladesh/33638/2017
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH412191	MH412191	1562	-	-	-	Canada	2017	Anas platyrhynchos	H8N4	A/mallard/Alberta/48/2017
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH412404	MH412404	1497	-	-	-	Canada	2017	Anas discors	H3N8	A/blue-winged teal/Alberta/98/2017
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH498675	MH498675	1497	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20145/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH498677	MH498677	1497	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20179/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH498784	MH498784	1497	-	-	-	Chile	2016	Haematopus ater	H13N9	A/blackish oystercatcher/Chile/C20062/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH499243	MH499243	1497	-	-	-	Chile	2016	Charadriiformes	H13N2	A/shorebird/Chile/C7037/2016
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501057	MH501057	1540	-	-	New Jersey	USA: New Jersey	2015	Laridae sp	H13N3	A/gull/New Jersey/UGAI15-3767/2015
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501236	MH501236	1540	-	-	Delaware	USA: Delaware	2010	Arenaria interpres	H2N3	A/ruddy turnstone/Delaware/AI10-1106/2010
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501284	MH501284	1542	-	-	Delaware	USA: Delaware	2008	Arenaria interpres	H1N5	A/ruddy turnstone/Delaware/Sg-00549/2008
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501396	MH501396	1534	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-526/2009
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501436	MH501436	1534	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-807/2009
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501540	MH501540	1537	-	-	New Jersey	USA: New Jersey	2010	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/AI10-669/2010
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501620	MH501620	1540	-	-	New Jersey	USA: New Jersey	2011	Arenaria interpres	H10N9	A/ruddy turnstone/New Jersey/AI11-871/2011
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501652	MH501652	1538	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-1729/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501732	MH501732	1536	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2043/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501796	MH501796	1540	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2391/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501836	MH501836	1540	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N8	A/ruddy turnstone/New Jersey/AI12-2549/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501868	MH501868	1537	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2951/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501876	MH501876	1537	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2979/2012
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH501924	MH501924	1540	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-1877/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502020	MH502020	1540	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-2070/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502028	MH502028	1540	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2102/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502085	MH502085	1540	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2208/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502093	MH502093	1540	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H01N2	A/ruddy turnstone/New Jersey/AI13-2215/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502101	MH502101	1540	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N7	A/ruddy turnstone/New Jersey/AI13-2227/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502149	MH502149	1540	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N7	A/ruddy turnstone/New Jersey/AI13-2299/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502173	MH502173	1540	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N8	A/ruddy turnstone/New Jersey/AI13-2346/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502285	MH502285	1540	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502497	MH502497	1507	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H16N3	A/ruddy turnstone/New Jersey/AI13-2872/2013
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502651	MH502651	1540	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H12N4	A/ruddy turnstone/New Jersey/UGAI14-1347/2014
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502773	MH502773	1540	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/UGAI14-1857/2014
alignment/AL_IAV_SEG5/member/iav-ncbi-refseqs-seg5/MH502781	MH502781	1540	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H3N4	A/ruddy turnstone/New Jersey/UGAI14-1868/2014
