taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KX028835	KX028835	27142079	982	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D2/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KX028836	KX028836	27142079	982	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D7/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KX028837	KX028837	27142079	982	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D9/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KX028838	KX028838	27142079	982	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D22/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KX028839	KX028839	27142079	982	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D25/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KX028840	KX028840	27142079	982	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D26/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KX365069	KX365069	-	1027	-	Guatemala	2012	Anas discors	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Guatemala/CIP049H110-36/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KX978014	KX978014	-	1027	NULL	Netherlands	2010	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/10/2010
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KX978780	KX978780	-	1027	NULL	Netherlands	2007	Anas platyrhynchos	-	A3|D1|A12|H10|A8|N7|A|B	H10N7	A/mallard duck/Netherlands/1/2007
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KX979181	KX979181	-	1027	NULL	Netherlands	2009	Anas platyrhynchos	-	A5|D1|A12|H7|A8|N7|A|A	H7N7	A/mallard duck/Netherlands/2/2009
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY415672	KY415672	-	1002	NULL	China	2016	Columba livia	pigeon fecal	A5|D1|A12|H2|A8|N8|A|A	H2N8	A/Pigeon/Longquan/LQ67/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KY561057	KY561057	-	1002	-	USA	2015	Anas crecca	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/American green-winged teal/Mississippi/15OS8008/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KY561112	KY561112	-	1002	-	USA	2015	Anas platyrhynchos	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/mallard duck/Ohio/15OS7510/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KY575183	KY575183	-	1027	-	Mexico	2008	Anas carolinensis	cloacal swab	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/green winged teal/Mexico-Sonora/701/2008
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY635810	KY635810	-	991	NULL	Bangladesh	2015	Anas sp.	-	A5|D1|A12|H7|A8|N1|A|A	H7N1	A/duck/Bangladesh/24692/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KY644379	KY644379	-	1027	-	Guatemala	2012	Anas discors	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Guatemala/CIP049H110-37/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KY644407	KY644407	-	1027	-	Guatemala	2011	Anas discors	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Guatemala/CIP049H105-04/2011
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/KY644454	KY644454	-	1027	-	Guatemala	2011	Anas clypeata	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/northern shoveler/Guatemala/CIP049H104-69/2011
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY709692	KY709692	-	948	NULL	Chile	2016	Haematopus ater	-	B1|E1|A2|H2|A4|N2|B|A	H2N2	A/blackish oystercatcher/Chile/C6534/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY990765	KY990765	-	1027	NULL	USA	2016	Anas platyrhynchos	-	B10|E1|A3|H12|A11|N5|B|A	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC371821	LC371821	-	1014	Hokkaido	Japan	2014	Anseriformes sp.	-	A3|D1|A12|H8|A8|N2|A|A	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC371845	LC371845	-	1014	Hokkaido	Japan	2001	Anseriformes sp.	-	A5|D1|A11|H2|A8|N2|A|B	H2N2	A/duck/Hokkaido/95/2001
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC431479	LC431479	-	1005	Alaska	USA	1994	Anseriformes sp.	-	B8|E1|A7|H2|A11|N3|B|A	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MF146121	MF146121	-	1027	-	Netherlands	2005	Anas platyrhynchos	-	A5|D1|A12|H11|A8|N3|A|B	H11N3	A/mallard duck/Netherlands/24/2005
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF146835	MF146835	-	1027	NULL	Netherlands	2012	Chroicocephalus ridibundus	-	A2|E1|A12|-|A7|N6|A|A	HXN6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF147812	MF147812	-	1027	NULL	Netherlands	2008	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF959942	MF959942	-	1027	NULL	Netherlands	2001	Anas platyrhynchos	-	A4|D1|A12|H3|A8|N6|A|A	H3N6	A/mallard duck/Netherlands/3/2001
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF978415	MF978415	-	1027	NULL	USA	2016	Felidae sp.	-	B3|E1|A8|H7|A11|N2|B|B	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MG214162	MG214162	-	982	-	China	2017	Anseriformes sp.	-	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Fujian/SD061/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MG214163	MG214163	-	982	-	China	2017	-	poultry slaughterhouse	A3|D1|A5|H11|A8|N3|A|B	H11N3	A/environment/Fujian/S1XA33/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MG279967	MG279967	-	1002	-	USA	2017	Anas crecca	-	B10|E1|A7|H11|A11|N3|B|A	H11N3	A/green-winged teal/Tennessee/17OS0664/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH134607	MH134607	-	1027	NULL	Chile	2016	Anas georgica	-	B1|E1|A2|H12|A4|N5|B|B	H12N5	A/yellow-billed pintail/Chile/C14831/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502283	MH502283	-	1002	New Jersey	USA	2013	Arenaria interpres	feces	B10|E1|A7|H10|A11|N2|B|A	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH569266	MH569266	-	1002	Alaska	USA	2015	Anser canagicus	Environmental (feces)	B9|E1|A3|H3|A11|N7|B|A	H3N7	A/emperor goose/Alaska/UGAI15-8445/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MH569298	MH569298	-	1002	-	USA	2015	Anser canagicus	Environmental (feces)	B4|E1|A7|H11|A11|N3|B|A	H11N3	A/emperor goose/Alaska/UGAI15-8460/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH578808	MH578808	-	982	NULL	USA	2005	Arenaria interpres	-	B9|E1|A7|H11|A11|N8|B|B	H11N8	A/ruddy turnstone/Delaware Bay/446/2005
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH579025	MH579025	-	982	NULL	USA	2003	Arenaria interpres	-	B5|E1|A10|H9|A11|N1|A|A	H9N1	A/ruddy turnstone/Delaware Bay/95/2003
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH579081	MH579081	-	982	NULL	USA	2007	Arenaria interpres	-	B9|E1|A10|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/554/2007
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH596893	MH596893	-	1002	Delaware	USA	2002	Arenaria interpres	feces;SPF ECE	B5|E1|A3|H7|A11|N3|B|A	H7N3	A/ruddy turnstone/Delaware/650622/2002
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH598158	MH598158	-	1002	New Jersey	USA	2000	Arenaria interpres	feces;SPF ECE	B9|E1|A3|H12|A11|N5|B|A	H12N5	A/ruddy turnstone/New Jersey/AI00-1091/2000
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MK236668	MK236668	-	1002	-	USA	2017	Anas carolinensis	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/American green-winged teal/Wisconsin/17OS4004/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MK236816	MK236816	-	1002	-	USA	2017	Anas discors	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Wisconsin/17OS3270/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MK237031	MK237031	-	1002	-	-	-	-	-	-	-	A/northern pintail/Ohio/17OS5380/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MK237186	MK237186	-	1002	-	USA	2017	Anas platyrhynchos	cloacal	B10|E1|A11|H11|A11|N3|B|B	H11N3	A/mallard/Ohio/17OS5348/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MK237366	MK237366	-	1002	-	USA	2017	Anas platyrhynchos	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/mallard/Wisconsin/17OS3974/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MK237398	MK237398	-	1002	-	USA	2017	Anas acuta	cloacal	B10|E1|A11|H11|A11|N3|B|B	H11N3	A/northern pintail/Ohio/17OS3788/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MK237465	MK237465	-	1002	-	USA	2017	Anas platyrhynchos	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/mallard/Ohio/17OS3004/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MK268561	MK268561	-	1002	New York	USA	2018	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/40/2018
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MN055192	MN055192	-	1027	NULL	Chile	2018	Pygoscelis antarcticus	feces	B9|A1|A2|H11|A11|N2|B|A	H11N2	A/chinstrap penguin/Antarctica/HP04/2018
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MN988217	MN988217	-	982	Minnesota	USA	2018	Anas platyrhynchos	oropharyngeal/cloacal swab pool from individual bird	B10|E1|A3|H2|A11|N3|B|A	H2N3	A/mallard/Minnesota/MN18-WB1-025A/2018
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MT090212	MT090212	-	1003	-	Bangladesh	2019	Anas sp.	Cloacal	A5|D1|A12|H11|A8|N3|A|B	H11N3	A/duck/Bangladesh/38803/2019
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MT090342	MT090342	-	1003	-	Bangladesh	2019	Anas sp.	Oral-pharyngeal	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Bangladesh/38285/2019
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MT090434	MT090434	-	1003	-	Bangladesh	2019	Anas sp.	Combined cloacal and oral-pharyngeal	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Bangladesh/38297/2019
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MT090539	MT090539	-	1003	-	Bangladesh	2019	Anas sp.	Cloacal	A5|D1|A12|H11|A8|N3|A|B	H11N3	A/duck/Bangladesh/38827/2019
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MT090551	MT090551	-	1003	-	Bangladesh	2019	Anas sp.	Combined cloacal and oral-pharyngeal	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Bangladesh/38305/2019
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MT824621	MT824621	-	1027	-	USA	2017	Anas acuta	Cloacal	B10|E1|A3|H11|A11|N3|B|B	H11N3	A/Northern Pintail/Ohio/17OS5380/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MW109587	MW109587	-	982	Jiangxi	China	2017	Environment	swab	A4|D1|A5|H6|A8|N6|A|A	H6N6	A/environment/Jiangxi/2.16_SRGFYK103-E/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MW333289	MW333289	33932612	1027	Kaohsiung	Taiwan	2016	Gallus gallus	brain	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/chicken/Kaohsiung/16040021-1/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MW342703	MW342703	-	982	Kagoshima	Japan	2020	Mareca falcata	feces	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/falcated duck/Kagoshima/KU-d3/2020
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MW547736	MW547736	-	982	Gunsan	South Korea	2006	Aves	Geumgang	A5|D1|A12|H10|A8|N9|A|B	H10N9	A/aquatic bird/Gunsan/145/2006
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MW848666	MW848666	-	1027	NULL	Spain	2019	Sus scrofa	Lungs	A3|D1|A4|H1|A8|N2|A|A	H1N2	A/swine/Spain/25001-2/2019
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MW857529	MW857529	-	967	NULL	Thailand	2015	Anseriformes sp.	cloacal swab	A5|D1|A12|H11|A6|N7|B|A	H11N7	A/duck/Thailand/CU-16340C/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MW875658	MW875658	-	1002	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H4|A11|N9|B|A	H4N9	A/ruddy turnstone/Delaware Bay/235/2020
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MW875726	MW875726	-	1002	-	USA	2020	Arenaria interpres	feces	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/ruddy turnstone/Delaware Bay/231/2020
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MW875793	MW875793	-	1002	-	USA	2020	Arenaria interpres	feces	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/ruddy turnstone/Delaware Bay/232/2020
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/MW876045	MW876045	-	1003	-	-	-	-	-	-	-	A/ruddy turnstone/Delaware Bay/209/2020
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MW876045	MW876045	-	1003	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/ruddy turnstone/Delaware Bay/209/2020
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MW876093	MW876093	-	1003	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/218/2020
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MZ565047	MZ565047	-	982	Jalisco	Mexico	2019	Gallus gallus	cloacal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Jalisco/CPA-06432-19/2019
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MZ565343	MZ565343	-	982	Queretaro	Mexico	2019	Gallus gallus	tracheal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Queretaro/CPA-03805-19/2019
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MZ565611	MZ565611	-	1002	NULL	Iceland	2012	Larus fuscus	cloacal swab	B4|D1|A12|H2|A8|N7|A|A	H2N7	A/lesser black-backed gull/Iceland/1656/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MZ945743	MZ945743	-	1027	NULL	Spain	2017	Sus scrofa	nasal swab	A3|D1|A4|H1|A8|N2|B|A	H1N2	A/swine/Spain/45600-2/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/NC_002016	NC_002016	6927841	1027	Puerto Rico	USA	1934	Homo sapiens	nasal swab	B2|A1|A1|H1|A2|N1|B|A	H1N1	A/Puerto Rico/8/1934
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/NC_007367	NC_007367	-	1027	Tompkins County, NY	USA	2004	Homo sapiens	gender:M; age:16y	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/392/2004
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/OL370770	OL370770	-	982	Tasmania, King Island	Australia	2018	Arenaria interpres	pooled cloacal and oropharyngeal swab	A5|D1|A12|H12|A8|N5|A|A	H12N5	A/ruddy turnstone/King Island/13149/2018
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/OL371258	OL371258	-	982	Victoria	Australia	2014	Anseriformes sp.	pooled fecal swabs	A3|B1|A12|H5|A9|N9|A|A	H5N9	A/wild duck/Victoria/14-0961-1/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/OL371514	OL371514	-	982	South Australia	Australia	2018	Aves	pooled fecal swabs	A3|B1|A12|H9|A9|N5|A|A	H9N5	A/wild waterbird/South Australia/18-9201854-12/2018
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/OL371658	OL371658	-	982	Tasmania	Australia	2018	Aves	pooled fecal swabs	A5|D1|A12|H1|A11|N7|A|A	H1N7	A/wild waterbird/Tasmania/18-1081-5/2018
alignment/AL_IAV_SEG7/member/iav-ncbi-curated-segment-7/OL372194	OL372194	-	982	-	Australia	2018	Aves	pooled fecal swabs	A5|D1|A12|H11|A11|N3|A|A	H11N3	A/wild waterfowl/Western Australia/AS18-1331-10/2018
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/OM373273	OM373273	-	982	Shandong province	China	2020	Anseriformes sp.	-	A5|D1|A12|H10|A8|N8|A|A	H10N8	A/swan/Shandong/W3875/2020
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/OM966128	OM966128	-	1001	NULL	USA	2021	Arenaria interpres	feces	B10|E1|A11|H10|A11|N9|B|A	H10N9	A/Ruddy Turnstone/Delaware/49/2021
