taxon	sequenceID	length	name	isolate	iso_region	iso_country	iso_year	iso_host	subtype	strain
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KR010446	KR010446	982	-	-	Zhuanghe	China: Zhuanghe	2014	Numenius arquata	H13N8	A/Eurasian curlew/Liaoning/ZH-385/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KU322442	KU322442	1003	-	-	-	Italy	2012	Homo sapiens	H3N2	A/Parma/58/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KX156660	KX156660	982	-	-	-	China	2006	Ochotonidae sp	H7N2	A/pika/QH-Gonghe/01/2006
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KX602671	KX602671	1002	-	-	-	Pakistan	2014	Anser sp.	H14N3	A/goose/Karachi/NARC-13N-969/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY013687	KY013687	1002	-	-	St. Landry Parish, Louisiana	USA: St. Landry Parish, Louisiana	2014	Anas discors	H4N8	A/blue-winged teal/Louisiana/UGAI14-2395/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY130563	KY130563	1027	-	-	Izembek National Wildlife Refuge, Alaska	USA: Izembek National Wildlife Refuge, Alaska	2011	Anas acuta	H8N8	A/northern pintail/Alaska/104/2011
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY273001	KY273001	982	-	-	-	South Korea	2016	-	H5N6	A/environment/Korea/W541/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY415672	KY415672	1002	-	-	-	China	2016	Columba livia	H2N8	A/Pigeon/Longquan/LQ67/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY487516	KY487516	1027	-	-	-	Taiwan	2016	Homo sapiens	H1N1	A/Taipei/0063/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY550899	KY550899	1002	-	-	Lyon County, Kentucky	USA: Lyon County, Kentucky	2015	Aythya affinis	H7N8	A/lesser scaup/Kentucky/AH0012935/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY551374	KY551374	999	-	-	Davis County, Utah	USA: Davis County, Utah	2015	Anas platyrhynchos	H7N4	A/mallard/Utah/AH0020452/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY551510	KY551510	982	-	-	Cloud County, Kansas	USA: Cloud County, Kansas	2014	Anas discors	H4N8	A/blue-winged teal/Kansas/AH0001572/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY561173	KY561173	1002	-	-	-	USA	2015	Anas crecca	H6N5	A/green-winged teal/Ohio/15OS5495/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY561198	KY561198	1002	-	-	-	USA	2015	Fulica americana	H10N2	A/American coot/Missouri/15OS6556/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY575215	KY575215	1027	-	-	Sonora	Mexico: Sonora	2009	Anas carolinensis	H6N5	A/green winged teal/Mexico-Sonora/829/2009
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY635591	KY635591	991	-	-	-	Bangladesh	2015	Limosa limosa	H7N5	A/black-tailed godwit/Bangladesh/24734/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY635683	KY635683	1002	-	-	-	Bangladesh	2015	Anas sp.	H15N9	A/duck/Bangladesh/24704/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY635810	KY635810	991	-	-	-	Bangladesh	2015	Anas sp.	H7N1	A/duck/Bangladesh/24692/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY635819	KY635819	1002	-	-	-	Bangladesh	2015	Anas sp.	H15N9	A/duck/Bangladesh/24697/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY644202	KY644202	1027	-	-	-	Guatemala	2011	Anas discors	H4N3	A/blue-winged teal/Guatemala/CIP049H103-37/2011
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY644238	KY644238	1027	-	-	-	Guatemala	2013	Anas discors	H14N4	A/blue-winged teal/Guatemala/CIP049H113-08/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY644277	KY644277	1027	-	-	-	Guatemala	2013	Anas discors	H14N4	A/blue-winged teal/Guatemala/CIP049H113-76/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY644394	KY644394	1027	-	-	-	Guatemala	2012	Anas discors	H3N3	A/blue-winged teal/Guatemala/CIP049H109-14/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY684322	KY684322	1002	-	-	Dubois County, Indiana	USA: Dubois County, Indiana	2016	Meleagris gallopavo	H7N8	A/turkey/Indiana/16-001571-8/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY709692	KY709692	948	-	-	-	Chile	2016	Haematopus ater	H2N2	A/blackish oystercatcher/Chile/C6534/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY709700	KY709700	948	-	-	-	Chile	2015	Anas georgica	H10N1	A/yellow-billed pintail/Chile/C4256/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY828683	KY828683	1002	-	-	-	USA	2014	Anas platyrhynchos	H2N6	A/mallard/California/UCD353/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY971212	KY971212	982	-	-	-	China	2013	Anseriformes sp	H1N3	A/duck/Zhejiang/7734/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY983136	KY983136	1027	-	-	-	USA	2015	Anas acuta	H6N5	A/northern pintail/California/HS052A/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY983163	KY983163	1027	-	-	-	USA	2015	Anas clypeata	H8N4	A/northern shoveler/California/HS206/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY990765	KY990765	1027	-	-	-	USA	2016	Anas platyrhynchos	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/KY990781	KY990781	1027	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/California/UCD738/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC339542	LC339542	1013	-	-	Hokkaido	Japan:Hokkaido	2014	Anseriformes sp.	H8N4	A/duck/Hokkaido/220/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC339622	LC339622	1010	-	-	Hokkaido	Japan:Hokkaido	2015	Anseriformes sp.	H11N6	A/duck/Hokkaido/W165/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC339662	LC339662	1009	-	-	Hokkaido	Japan:Hokkaido	2005	Anseriformes sp.	H2N5	A/duck/Hokkaido/W259/2005
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC339900	LC339900	1008	-	-	-	Mongolia	2011	Anseriformes sp.	H4N3	A/duck/Mongolia/17/2011
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC349306	LC349306	1009	-	-	-	Mongolia	2013	Anseriformes sp.	H4N1	A/duck/Mongolia/202/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC371773	LC371773	1010	-	-	Hokkaido	Japan: Hokkaido	2001	Anseriformes	H4N5	A/duck/Hokkaido/1058/2001
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC371789	LC371789	1002	-	-	Hokkaido	Japan: Hokkaido	2013	Anseriformes	H2N1	A/duck/Hokkaido/162/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC371821	LC371821	1014	-	-	Hokkaido	Japan: Hokkaido	2014	Anseriformes	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/LC431479	LC431479	1005	-	-	Alaska	USA:Alaska	1994	Anseriformes sp.	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF046433	MF046433	982	-	-	-	USA	2016	Arenaria interpres	H10N4	A/ruddy turnstone/Delaware Bay/368/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF112851	MF112851	982	-	-	-	Nigeria	2015	Gallus gallus	H5N1	A/chicken/Nigeria/16VIR5840-10/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF112903	MF112903	982	-	-	-	Nigeria	2015	Gallus gallus	H5N1	A/chicken/Nigeria/16VIR5840-62/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF145743	MF145743	1027	-	-	-	Netherlands	2014	Anas platyrhynchos	H2N9	A/mallard duck/Netherlands/14/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF145856	MF145856	1027	-	-	-	Netherlands	2006	Anas platyrhynchos	H10N6	A/mallard duck/Netherlands/7/2006
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF146191	MF146191	1027	-	-	-	Netherlands	2011	Anas platyrhynchos	H7N1	A/mallard duck/Netherlands/40/2011
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF146302	MF146302	1027	-	-	-	Netherlands	2006	Anas platyrhynchos	H10N6	A/mallard duck/Netherlands/8/2006
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF146429	MF146429	1027	-	-	-	Netherlands	2009	Chroicocephalus ridibundus	H13N2	A/black-headed gull/Netherlands/3/2009
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF146532	MF146532	1027	-	-	-	Georgia	2012	Larus michahellis	H13N8	A/yellow-legged gull/Georgia/4/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF146835	MF146835	1027	-	-	-	Netherlands	2012	Chroicocephalus ridibundus	H13N6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF146865	MF146865	1027	-	-	-	Netherlands	2008	Chroicocephalus ridibundus	H16N8	A/black-headed gull/Netherlands/43/2008
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF147055	MF147055	1027	-	-	-	Netherlands	2006	Anas platyrhynchos	H4N2	A/mallard duck/Netherlands/53/2006
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF147130	MF147130	1027	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139579/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF147434	MF147434	1027	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139647/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF147702	MF147702	1027	-	-	-	Netherlands	2009	Anas platyrhynchos	H3N3	A/mallard duck/Netherlands/13/2009
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF147808	MF147808	1027	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139752/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF147812	MF147812	1027	-	-	-	Netherlands	2008	Chroicocephalus ridibundus	H13N8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF359842	MF359842	1002	-	-	-	Canada	2009	Anas platyrhynchos	H5N5	A/mallard/Alberta/383/2009
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF575020	MF575020	1027	-	-	-	Netherlands	2009	Anas platyrhynchos	H7N7	A/mallard duck/Netherlands/3/2009
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF575074	MF575074	1027	-	-	-	Netherlands	2014	Chroicocephalus ridibundus	H11N1	A/black-headed gull/Netherlands/21/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF575098	MF575098	1027	-	-	-	Netherlands	2008	Anas platyrhynchos	H3N6	A/mallard duck/Netherlands/62/2008
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF575271	MF575271	1027	-	-	-	Netherlands	2011	Chroicocephalus ridibundus	H13N3	A/black-headed gull/Netherlands/8/2011
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF613800	MF613800	982	-	-	-	USA	2016	Arenaria interpres	H11N4	A/ruddy turnstone/Delaware Bay/303/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF959969	MF959969	1027	-	-	-	Netherlands	2009	Arenaria interpres	H10N4	A/ruddy turnstone/Netherlands/2/2009
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF978415	MF978415	1027	-	-	-	USA	2016	Felidae sp.	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MF987894	MF987894	982	-	-	-	South Korea	2015	Aves	H7N1	A/aquatic bird/South Korea/sw001/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG042098	MG042098	1002	-	-	-	Bangladesh	2016	Anas sp.	H5N1	A/duck/Bangladesh/30818/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG241344	MG241344	982	-	-	-	China	2017	Aves	H2N6	A/wild bird/Fujian/24/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280000	MG280000	1002	-	-	-	USA	2016	Anas platyrhynchos	H2N3	A/mallard duck/Ohio/16OS5056/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280002	MG280002	1002	-	-	-	USA	2016	Anas platyrhynchos	H9N3	A/mallard duck/Ohio/16OS0875/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280124	MG280124	1002	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS4707/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280142	MG280142	1002	-	-	-	USA	2016	Anas discors	H9N4	A/blue-winged teal/Ohio/16OS1068/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280150	MG280150	1002	-	-	-	USA	2016	Anas crecca	H6N1	A/green-winged teal/Ohio/16OS0556/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280152	MG280152	1002	-	-	-	USA	2016	Anas platyrhynchos	H1N7	A/mallard duck/Wisconsin/16OS4004/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280293	MG280293	1002	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/Ohio/16OS0818/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280381	MG280381	1002	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS5291/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280385	MG280385	1002	-	-	-	USA	2016	Melanitta sp.	H7N6	A/scoter/Maryland/16OS2531/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280442	MG280442	1002	-	-	-	USA	2016	Anas platyrhynchos	H6N4	A/mallard duck/Ohio/16OS0826/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG280535	MG280535	1002	-	-	-	USA	2016	Anas clypeata	H14N7	A/Northern shoveler/Missouri/16OS6248/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG575611	MG575611	982	-	-	-	China	2017	Gallus gallus	H7N9	A/chicken/Jiangsu/JS/02/71/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MG964899	MG964899	982	-	-	Pocahontas County, Iowa	USA: Pocahontas County, Iowa	2015	Meleagris gallopavo	H5N2	A/turkey/Iowa/15-014789-1/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH018585	MH018585	982	-	-	-	China	2015	Canis familiaris	H3N8	A/canine/Zhejiang/S34/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH061514	MH061514	1003	-	-	-	Mexico	2013	Sus scrofa	H3N1	A/swine/Mexico/9783514/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH061546	MH061546	1003	-	-	-	Mexico	2014	Sus scrofa	H1N2	A/swine/Mexico/10290795/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH068504	MH068504	1002	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2770/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH068528	MH068528	1002	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H9N7	A/ruddy turnstone/New Jersey/UGAI17-2775/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH068656	MH068656	1002	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2989/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH071480	MH071480	1002	-	-	-	Bangladesh	2015	Anas sp.	H10N6	A/duck/Bangladesh/24268/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH134647	MH134647	1027	-	-	-	Chile	2016	Larus dominicanus	H16N3	A/kelp gull/Chile/C10579/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH134669	MH134669	1027	-	-	-	Chile	2016	Chroicocephalus maculipennis	H9N7	A/brown-hooded gull/Chile/C15103/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH134818	MH134818	1027	-	-	-	Chile	2016	-	H13N2	A/environment/Chile/C7125/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH134870	MH134870	1027	-	-	-	Chile	2016	Fulica armillata	H3N4	A/red-gartered coot/Chile/C16030/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH135325	MH135325	1002	-	-	-	Bangladesh	2017	Anas platyrhynchos	H4N2	A/duck/Bangladesh/33638/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH412016	MH412016	982	-	-	-	Canada	2017	Anas discors	H3N8	A/blue-winged teal/Alberta/98/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH412414	MH412414	1023	-	-	-	Canada	2017	Anas platyrhynchos	H8N4	A/mallard/Alberta/48/2017
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH498813	MH498813	982	-	-	-	Chile	2016	Charadriiformes	H13N2	A/shorebird/Chile/C7037/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH498965	MH498965	982	-	-	-	Chile	2016	Haematopus ater	H13N9	A/blackish oystercatcher/Chile/C20062/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH499108	MH499108	982	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20145/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH499202	MH499202	982	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20179/2016
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501055	MH501055	1002	-	-	New Jersey	USA: New Jersey	2015	Laridae sp	H13N3	A/gull/New Jersey/UGAI15-3767/2015
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501234	MH501234	1002	-	-	Delaware	USA: Delaware	2010	Arenaria interpres	H2N3	A/ruddy turnstone/Delaware/AI10-1106/2010
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501282	MH501282	986	-	-	Delaware	USA: Delaware	2008	Arenaria interpres	H1N5	A/ruddy turnstone/Delaware/Sg-00549/2008
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501394	MH501394	1002	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-526/2009
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501434	MH501434	1002	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-807/2009
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501538	MH501538	1002	-	-	New Jersey	USA: New Jersey	2010	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/AI10-669/2010
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501618	MH501618	1002	-	-	New Jersey	USA: New Jersey	2011	Arenaria interpres	H10N9	A/ruddy turnstone/New Jersey/AI11-871/2011
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501650	MH501650	1002	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-1729/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501730	MH501730	1002	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2043/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501794	MH501794	1002	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2391/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501834	MH501834	1002	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N8	A/ruddy turnstone/New Jersey/AI12-2549/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501866	MH501866	1002	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2951/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501874	MH501874	1002	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2979/2012
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH501922	MH501922	1002	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-1877/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502018	MH502018	1002	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-2070/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502026	MH502026	1002	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2102/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502083	MH502083	1002	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2208/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502091	MH502091	1002	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H01N2	A/ruddy turnstone/New Jersey/AI13-2215/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502099	MH502099	996	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N7	A/ruddy turnstone/New Jersey/AI13-2227/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502147	MH502147	1002	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N7	A/ruddy turnstone/New Jersey/AI13-2299/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502171	MH502171	1002	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N8	A/ruddy turnstone/New Jersey/AI13-2346/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502283	MH502283	1002	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502495	MH502495	989	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H16N3	A/ruddy turnstone/New Jersey/AI13-2872/2013
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502649	MH502649	1002	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H12N4	A/ruddy turnstone/New Jersey/UGAI14-1347/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502771	MH502771	1002	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/UGAI14-1857/2014
alignment/AL_IAV_SEG7/member/iav-ncbi-refseqs-seg7/MH502779	MH502779	1002	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H3N4	A/ruddy turnstone/New Jersey/UGAI14-1868/2014
