taxon	sequenceID	length	name	isolate	iso_region	iso_country	iso_year	iso_host	subtype	strain
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/LC349307	LC349307	875	-	-	-	Mongolia	2013	Anseriformes sp.	H4N1	A/duck/Mongolia/202/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/LC371774	LC371774	874	-	-	Hokkaido	Japan: Hokkaido	2001	Anseriformes	H4N5	A/duck/Hokkaido/1058/2001
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/LC371790	LC371790	865	-	-	Hokkaido	Japan: Hokkaido	2013	Anseriformes	H2N1	A/duck/Hokkaido/162/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/LC371822	LC371822	877	-	-	Hokkaido	Japan: Hokkaido	2014	Anseriformes	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/LC431480	LC431480	869	-	-	Alaska	USA:Alaska	1994	Anseriformes sp.	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF046283	MF046283	863	-	-	-	USA	2016	Arenaria interpres	H10N4	A/ruddy turnstone/Delaware Bay/368/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF046581	MF046581	863	-	-	-	USA	2016	Arenaria interpres	H11N4	A/ruddy turnstone/Delaware Bay/303/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF112948	MF112948	849	-	-	-	Nigeria	2015	Gallus gallus	H5N1	A/chicken/Nigeria/16VIR5840-10/2015
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF113000	MF113000	849	-	-	-	Nigeria	2015	Gallus gallus	H5N1	A/chicken/Nigeria/16VIR5840-62/2015
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF145791	MF145791	890	-	-	-	Netherlands	2012	Chroicocephalus ridibundus	H13N6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF145847	MF145847	890	-	-	-	Netherlands	2011	Anas platyrhynchos	H7N1	A/mallard duck/Netherlands/40/2011
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF146026	MF146026	890	-	-	-	Netherlands	2006	Anas platyrhynchos	H10N6	A/mallard duck/Netherlands/8/2006
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF146179	MF146179	890	-	-	-	Netherlands	2014	Anas platyrhynchos	H2N9	A/mallard duck/Netherlands/14/2014
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF146194	MF146194	890	-	-	-	Georgia	2012	Larus michahellis	H13N8	A/yellow-legged gull/Georgia/4/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF146217	MF146217	890	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139647/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF146306	MF146306	890	-	-	-	Netherlands	2006	Anas platyrhynchos	H10N6	A/mallard duck/Netherlands/7/2006
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF146342	MF146342	890	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139579/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF146942	MF146942	890	-	-	-	Netherlands	2006	Anas platyrhynchos	H4N2	A/mallard duck/Netherlands/53/2006
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF147113	MF147113	890	-	-	-	Netherlands	2008	Chroicocephalus ridibundus	H16N8	A/black-headed gull/Netherlands/43/2008
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF147246	MF147246	890	-	-	-	Netherlands	2009	Anas platyrhynchos	H3N3	A/mallard duck/Netherlands/13/2009
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF147504	MF147504	890	-	-	-	Netherlands	2008	Chroicocephalus ridibundus	H13N8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF147529	MF147529	890	-	-	-	Sweden	2012	Anas platyrhynchos	H15N5	A/mallard duck/Sweden/139752/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF147920	MF147920	890	-	-	-	Netherlands	2009	Chroicocephalus ridibundus	H13N2	A/black-headed gull/Netherlands/3/2009
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF359890	MF359890	865	-	-	-	Canada	2009	Anas platyrhynchos	H5N5	A/mallard/Alberta/383/2009
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF575041	MF575041	890	-	-	-	Netherlands	2014	Chroicocephalus ridibundus	H11N1	A/black-headed gull/Netherlands/21/2014
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF575124	MF575124	890	-	-	-	Netherlands	2011	Chroicocephalus ridibundus	H13N3	A/black-headed gull/Netherlands/8/2011
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF575253	MF575253	890	-	-	-	Netherlands	2009	Anas platyrhynchos	H7N7	A/mallard duck/Netherlands/3/2009
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF575265	MF575265	890	-	-	-	Netherlands	2008	Anas platyrhynchos	H3N6	A/mallard duck/Netherlands/62/2008
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF959988	MF959988	890	-	-	-	Netherlands	2009	Arenaria interpres	H10N4	A/ruddy turnstone/Netherlands/2/2009
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF978418	MF978418	890	-	-	-	USA	2016	Felidae sp.	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MF987897	MF987897	838	-	-	-	South Korea	2015	Aves	H7N1	A/aquatic bird/South Korea/sw001/2015
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG042424	MG042424	865	-	-	-	Bangladesh	2016	Anas sp.	H5N1	A/duck/Bangladesh/30818/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG241347	MG241347	838	-	-	-	China	2017	Aves	H2N6	A/wild bird/Fujian/24/2017
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG279745	MG279745	886	-	-	-	USA	2016	Anas clypeata	H14N7	A/Northern shoveler/Missouri/16OS6248/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG279792	MG279792	865	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS4707/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG279817	MG279817	872	-	-	-	USA	2016	Anas discors	H9N4	A/blue-winged teal/Ohio/16OS1068/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG279990	MG279990	886	-	-	-	USA	2016	Anas platyrhynchos	H2N3	A/mallard duck/Ohio/16OS5056/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG280062	MG280062	865	-	-	-	USA	2016	Anas platyrhynchos	H9N3	A/mallard duck/Ohio/16OS0875/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG280140	MG280140	886	-	-	-	USA	2016	Anas crecca	H6N1	A/green-winged teal/Ohio/16OS0556/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG280219	MG280219	890	-	-	-	USA	2016	Anas platyrhynchos	H1N7	A/mallard duck/Wisconsin/16OS4004/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG280538	MG280538	869	-	-	-	USA	2016	Melanitta sp.	H7N6	A/scoter/Maryland/16OS2531/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG280566	MG280566	890	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS5291/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG280570	MG280570	890	-	-	-	USA	2016	Anas platyrhynchos	H6N4	A/mallard duck/Ohio/16OS0826/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG383440	MG383440	886	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/Ohio/16OS0818/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG575622	MG575622	838	-	-	-	China	2017	Gallus gallus	H7N9	A/chicken/Jiangsu/JS/02/71/2017
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MG964900	MG964900	838	-	-	Pocahontas County, Iowa	USA: Pocahontas County, Iowa	2015	Meleagris gallopavo	H5N2	A/turkey/Iowa/15-014789-1/2015
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH018586	MH018586	838	-	-	-	China	2015	Canis familiaris	H3N8	A/canine/Zhejiang/S34/2015
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH061515	MH061515	859	-	-	-	Mexico	2013	Sus scrofa	H3N1	A/swine/Mexico/9783514/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH061547	MH061547	859	-	-	-	Mexico	2014	Sus scrofa	H1N2	A/swine/Mexico/10290795/2014
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH068507	MH068507	865	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2770/2017
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH068531	MH068531	865	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H9N7	A/ruddy turnstone/New Jersey/UGAI17-2775/2017
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH068659	MH068659	865	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2989/2017
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH071466	MH071466	862	-	-	-	Bangladesh	2015	Anas sp.	H10N6	A/duck/Bangladesh/24268/2015
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH134687	MH134687	890	-	-	-	Chile	2016	Fulica armillata	H3N4	A/red-gartered coot/Chile/C16030/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH134699	MH134699	890	-	-	-	Chile	2016	-	H13N2	A/environment/Chile/C7125/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH134721	MH134721	890	-	-	-	Chile	2016	Chroicocephalus maculipennis	H9N7	A/brown-hooded gull/Chile/C15103/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH134809	MH134809	890	-	-	-	Chile	2016	Larus dominicanus	H16N3	A/kelp gull/Chile/C10579/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH135387	MH135387	865	-	-	-	Bangladesh	2017	Anas platyrhynchos	mixed	A/duck/Bangladesh/33638/2017
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH412435	MH412435	838	-	-	-	Canada	2017	Anas discors	H3N8	A/blue-winged teal/Alberta/98/2017
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH412521	MH412521	885	-	-	-	Canada	2017	Anas platyrhynchos	H8N4	A/mallard/Alberta/48/2017
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH498870	MH498870	838	-	-	-	Chile	2016	Haematopus ater	H13N9	A/blackish oystercatcher/Chile/C20062/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH499099	MH499099	838	-	-	-	Chile	2016	Charadriiformes	H13N2	A/shorebird/Chile/C7037/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH499228	MH499228	838	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20145/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH499231	MH499231	838	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20179/2016
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501058	MH501058	866	-	-	New Jersey	USA: New Jersey	2015	Laridae sp	H13N3	A/gull/New Jersey/UGAI15-3767/2015
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501237	MH501237	865	-	-	Delaware	USA: Delaware	2010	Arenaria interpres	H2N3	A/ruddy turnstone/Delaware/AI10-1106/2010
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501285	MH501285	865	-	-	Delaware	USA: Delaware	2008	Arenaria interpres	H1N5	A/ruddy turnstone/Delaware/Sg-00549/2008
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501397	MH501397	865	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-526/2009
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501437	MH501437	865	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-807/2009
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501541	MH501541	865	-	-	New Jersey	USA: New Jersey	2010	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/AI10-669/2010
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501621	MH501621	865	-	-	New Jersey	USA: New Jersey	2011	Arenaria interpres	H10N9	A/ruddy turnstone/New Jersey/AI11-871/2011
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501653	MH501653	865	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-1729/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501733	MH501733	865	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2043/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501797	MH501797	865	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2391/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501837	MH501837	865	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N8	A/ruddy turnstone/New Jersey/AI12-2549/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501869	MH501869	865	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2951/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501877	MH501877	865	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2979/2012
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH501925	MH501925	865	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-1877/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502021	MH502021	865	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-2070/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502029	MH502029	865	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2102/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502086	MH502086	865	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2208/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502094	MH502094	865	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H01N2	A/ruddy turnstone/New Jersey/AI13-2215/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502102	MH502102	865	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N7	A/ruddy turnstone/New Jersey/AI13-2227/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502150	MH502150	855	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N7	A/ruddy turnstone/New Jersey/AI13-2299/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502174	MH502174	855	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N8	A/ruddy turnstone/New Jersey/AI13-2346/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502286	MH502286	865	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502498	MH502498	851	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H16N3	A/ruddy turnstone/New Jersey/AI13-2872/2013
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502652	MH502652	865	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H12N4	A/ruddy turnstone/New Jersey/UGAI14-1347/2014
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502774	MH502774	865	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/UGAI14-1857/2014
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502782	MH502782	865	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H3N4	A/ruddy turnstone/New Jersey/UGAI14-1868/2014
alignment/AL_IAV_SEG8/member/iav-ncbi-refseqs-seg8/MH502806	MH502806	865	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H12N4	A/ruddy turnstone/New Jersey/UGAI14-1995/2014
