taxon	sequenceID	length	name	isolate	iso_region	iso_country	iso_year	iso_host	subtype	strain
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MF575149	MF575149	1452	-	-	-	Netherlands	2011	Chroicocephalus ridibundus	H13N3	A/black-headed gull/Netherlands/8/2011
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MF575314	MF575314	1464	-	-	-	Netherlands	2009	Anas platyrhynchos	H7N7	A/mallard duck/Netherlands/3/2009
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MF613906	MF613906	1410	-	-	-	USA	2016	Arenaria interpres	H11N4	A/ruddy turnstone/Delaware Bay/303/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MF959965	MF959965	1462	-	-	-	Netherlands	2009	Arenaria interpres	H10N4	A/ruddy turnstone/Netherlands/2/2009
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MF978416	MF978416	1418	-	-	-	USA	2016	Felidae sp.	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MF987895	MF987895	1410	-	-	-	South Korea	2015	Aves	H7N1	A/aquatic bird/South Korea/sw001/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG042339	MG042339	1371	-	-	-	Bangladesh	2016	Anas sp.	H5N1	A/duck/Bangladesh/30818/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG241345	MG241345	1413	-	-	-	China	2017	Aves	H2N6	A/wild bird/Fujian/24/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG279758	MG279758	1435	-	-	-	USA	2016	Anas discors	H9N4	A/blue-winged teal/Ohio/16OS1068/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG279764	MG279764	1435	-	-	-	USA	2016	Anas platyrhynchos	H6N4	A/mallard duck/Ohio/16OS0826/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG280039	MG280039	1462	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS5291/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG280115	MG280115	1464	-	-	-	USA	2016	Melanitta sp.	H7N6	A/scoter/Maryland/16OS2531/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG280236	MG280236	1428	-	-	-	USA	2016	Anas platyrhynchos	H9N3	A/mallard duck/Ohio/16OS0875/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG280244	MG280244	1428	-	-	-	USA	2016	Anas platyrhynchos	H2N3	A/mallard duck/Ohio/16OS5056/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG280254	MG280254	1454	-	-	-	USA	2016	Anas crecca	H6N1	A/green-winged teal/Ohio/16OS0556/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG280311	MG280311	1443	-	-	-	USA	2016	Anas platyrhynchos	H4N5	A/mallard duck/Ohio/16OS0818/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG280364	MG280364	1462	-	-	-	USA	2016	Clangula hyemalis	H7N4	A/long-tailed duck/Wisconsin/16OS4707/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG280576	MG280576	1433	-	-	-	USA	2016	Anas platyrhynchos	H1N7	A/mallard duck/Wisconsin/16OS4004/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG280588	MG280588	1433	-	-	-	USA	2016	Anas clypeata	H14N7	A/Northern shoveler/Missouri/16OS6248/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG575600	MG575600	1398	-	-	-	China	2017	Gallus gallus	H7N9	A/chicken/Jiangsu/JS/02/71/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MG964898	MG964898	1410	-	-	Pocahontas County, Iowa	USA: Pocahontas County, Iowa	2015	Meleagris gallopavo	H5N2	A/turkey/Iowa/15-014789-1/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH018584	MH018584	1413	-	-	-	China	2015	Canis familiaris	H3N8	A/canine/Zhejiang/S34/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH061513	MH061513	1279	-	-	-	Mexico	2013	Sus scrofa	H3N1	A/swine/Mexico/9783514/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH061545	MH061545	1467	-	-	-	Mexico	2014	Sus scrofa	H1N2	A/swine/Mexico/10290795/2014
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH068505	MH068505	1437	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2770/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH068529	MH068529	1437	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H9N7	A/ruddy turnstone/New Jersey/UGAI17-2775/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH068657	MH068657	1437	-	-	New Jersey	USA: New Jersey	2017	Arenaria interpres	H5N7	A/ruddy turnstone/New Jersey/UGAI17-2989/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH071489	MH071489	1452	-	-	-	Bangladesh	2015	Anas sp.	H10N6	A/duck/Bangladesh/24268/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH134681	MH134681	1466	-	-	-	Chile	2016	-	H13N2	A/environment/Chile/C7125/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH134697	MH134697	1461	-	-	-	Chile	2016	Chroicocephalus maculipennis	H9N7	A/brown-hooded gull/Chile/C15103/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH134816	MH134816	1452	-	-	-	Chile	2016	Larus dominicanus	H16N3	A/kelp gull/Chile/C10579/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH135451	MH135451	1439	-	-	-	Bangladesh	2017	Anas platyrhynchos	mixed	A/duck/Bangladesh/33638/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH411970	MH411970	1413	-	-	-	Canada	2017	Anas discors	H3N8	A/blue-winged teal/Alberta/98/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH412144	MH412144	1411	-	-	-	Canada	2017	Anas platyrhynchos	H8N4	A/mallard/Alberta/48/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH498699	MH498699	1413	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20145/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH498945	MH498945	1410	-	-	-	Chile	2016	Charadriiformes	H13N2	A/shorebird/Chile/C7037/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH499173	MH499173	1413	-	-	-	Chile	2016	-	H13N9	A/environment/Chile/C20179/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH499182	MH499182	1413	-	-	-	Chile	2016	Haematopus ater	H13N9	A/blackish oystercatcher/Chile/C20062/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501056	MH501056	1428	-	-	New Jersey	USA: New Jersey	2015	Laridae sp	H13N3	A/gull/New Jersey/UGAI15-3767/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501235	MH501235	1426	-	-	Delaware	USA: Delaware	2010	Arenaria interpres	H2N3	A/ruddy turnstone/Delaware/AI10-1106/2010
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501283	MH501283	1444	-	-	Delaware	USA: Delaware	2008	Arenaria interpres	H1N5	A/ruddy turnstone/Delaware/Sg-00549/2008
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501395	MH501395	1435	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-526/2009
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501435	MH501435	1435	-	-	New Jersey	USA: New Jersey	2009	Arenaria interpres	H1N9	A/ruddy turnstone/New Jersey/AI09-807/2009
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501539	MH501539	1433	-	-	New Jersey	USA: New Jersey	2010	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/AI10-669/2010
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501619	MH501619	1422	-	-	New Jersey	USA: New Jersey	2011	Arenaria interpres	H10N9	A/ruddy turnstone/New Jersey/AI11-871/2011
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501651	MH501651	1428	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-1729/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501731	MH501731	1435	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2043/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501795	MH501795	1435	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H1N8	A/ruddy turnstone/New Jersey/AI12-2391/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501835	MH501835	1435	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N8	A/ruddy turnstone/New Jersey/AI12-2549/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501867	MH501867	1428	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2951/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501875	MH501875	1428	-	-	New Jersey	USA: New Jersey	2012	Arenaria interpres	H12N3	A/ruddy turnstone/New Jersey/AI12-2979/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH501923	MH501923	1410	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-1877/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502019	MH502019	1430	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N1	A/ruddy turnstone/New Jersey/AI13-2070/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502027	MH502027	1435	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2102/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502084	MH502084	1435	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N8	A/ruddy turnstone/New Jersey/AI13-2208/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502092	MH502092	1439	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H01N2	A/ruddy turnstone/New Jersey/AI13-2215/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502100	MH502100	1437	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N7	A/ruddy turnstone/New Jersey/AI13-2227/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502148	MH502148	1437	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N7	A/ruddy turnstone/New Jersey/AI13-2299/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502172	MH502172	1435	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H11N8	A/ruddy turnstone/New Jersey/AI13-2346/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502284	MH502284	1439	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502496	MH502496	1410	-	-	New Jersey	USA: New Jersey	2013	Arenaria interpres	H16N3	A/ruddy turnstone/New Jersey/AI13-2872/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502650	MH502650	1438	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H12N4	A/ruddy turnstone/New Jersey/UGAI14-1347/2014
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502772	MH502772	1433	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H6N1	A/ruddy turnstone/New Jersey/UGAI14-1857/2014
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502780	MH502780	1438	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H3N4	A/ruddy turnstone/New Jersey/UGAI14-1868/2014
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502804	MH502804	1438	-	-	New Jersey	USA: New Jersey	2014	Arenaria interpres	H12N4	A/ruddy turnstone/New Jersey/UGAI14-1995/2014
