isolate	gb_serotype	rec_serotype	mlca_serotype	genome_lineage	iso_year	iso_month	iso_day	origin_type	iso_host	sample_type	iso_country	iso_place_name	segment1_accession	segment2_accession	segment3_accession	segment4_accession	segment5_accession	segment6_accession	segment7_accession
D/bovine/Denmark/5256205576-8/2020	-	-	D660	-|-|-|D660|-|-|-	2020	MAR	6	host	Bos taurus	nasal swab	Denmark	-	OM468198	OM468215	OM468230	OM468234	OM468249	OM468278	OM468293
D/bovine/Kansas/33/2019	-	-	-	-|-|-|-|-|-|-	2019	AUG	20	host	Bos taurus	lung	USA	-	MW079436	MW079443	MW079457	MW079478	MW079471	MW079450	MW079464
D/bovine/Mississippi/C00214N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JUL	24	host	Bos taurus	nasal swab	USA	-	MT511540	MT511541	MT511542	MT511543	MT511544	MT511545	MT511546
D/swine/Oklahoma/1334/2011 (plaque-cloned)	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Sus scrofa	-	Japan	-	LC522351	LC522352	LC522353	LC522354	LC522355	LC522356	LC522357
D/bovine/Mississippi/C00199N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JUL	24	host	Bos taurus	nasal swab	USA	-	MT511437	MT511438	MT511439	MT511440	MT511441	MT511442	MT511443
D/bovine/Kansas/25/2019	-	-	D660	-|-|-|D660|-|-|-	2019	APR	16	host	Bos taurus	sick bovine's nasal swab	USA	-	MW079432	MW079439	MW079453	MW079474	MW079467	MW079446	MW079460
D/bovine/Italy/17RS393-6/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	FEB	17	host	Bos taurus	-	Italy	-	MK965383	MK965367	MK965336	MK965261	MK965294	MK965358	MK965315
D/bovine/Mississippi/C00213N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JUL	24	host	Bos taurus	nasal swab	USA	-	MT511430	MT511431	MT511432	MT511433	MT511434	MT511435	MT511436
D/bovine/Italy/16RS2359/2016	-	-	DOK	-|-|-|DOK|-|-|-	2016	DEC	16	host	Bos taurus	-	Italy	-	MK965381	MK965366	MK965334	MK965258	MK965292	MK965356	MK965313
D/bovine/California/0894/2019	-	-	-	-|-|-|-|-|-|-	2019	-	-	host	Bos taurus	-	USA	-	MW020312	MW020313	MW020314	MW020315	MW020316	MW020317	MW020318
D/bovine/Italy/19RS176-11/2018	-	-	D660	-|-|-|D660|-|-|-	2018	MAR	29	host	Bos taurus	-	Italy	-	MN173616	MN173615	MN173613	MN173611	MN173612	MN173614	MN173617
D/bovine/Italy/94269-1/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MT349517	MT349518	MT349520	MT349523	MT349522	MT349519	MT349521
D/bovine/Denmark/5995505714-9/2020	-	-	D660	-|-|-|D660|-|-|-	2020	FEB	11	host	Bos taurus	nasal swab	Denmark	-	OM468200	OM468216	OM468232	OM468236	OM468251	OM468280	OM468295
D/bovine/France/CO-E2256.01/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	nasal swab	France	-	ON038921	ON038923	ON038925	ON038935	ON038927	ON038930	ON038932
D/bovine/Mississippi/C00014N/2014	-	-	D660	-|-|-|D660|-|-|-	2014	FEB	7	host	Bos taurus	nasal swab	USA	-	MT511444	MT511445	MT511446	KT581417	MT511447	MT511448	MT511449
D/bovine/CHN/JLSL/2021	-	-	-	-|-|-|-|-|-|-	2021	DEC	6	host	Bos taurus	liver of stillbirth fetus	China	-	OM763674	OM763675	OM763676	OM763677	OM763678	OM763679	OM763680
D/bovine/China/JY3001/2021	-	-	-	-|-|-|-|-|-|-	2021	DEC	17	host	Bos taurus	-	China	-	ON415263	ON415264	ON415265	ON415266	ON415267	ON415268	ON415269
D/bovine/Mississippi/C00180N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JUL	24	host	Bos taurus	nasal swab	USA	-	MT511354	MT511355	MT511356	MT511357	MT511358	MT511359	MT511360
D/bovine/Italy/18RS182-16/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	JAN	19	host	Bos taurus	-	Italy	-	MK965378	MK965365	MK965322	MK965270	MK965289	MK965344	MK965310
D/bovine/Denmark/5161205135-5/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	JAN	15	host	Bos taurus	nasal swab	Denmark	-	OM468194	OM468209	OM468220	OM468239	OM468257	OM468273	OM468288
D/bovine/Italy/17RS396-10/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	FEB	8	host	Bos taurus	-	Italy	-	MK965385	MK965369	MK965338	MK965263	MK965296	MK965360	MK965317
D/bovine/Hokkaido/HKD2/2019	-	-	-	-|-|-|-|-|-|-	2019	-	-	host	Bos taurus	-	Japan	-	LC565468	LC565471	LC565474	LC565477	LC565480	LC565483	LC565486
D/bovine/Hokkaido/HKD3/2020	-	-	-	-|-|-|-|-|-|-	2020	-	-	host	Bos taurus	-	Japan	-	LC565469	LC565472	LC565475	LC565478	LC565481	LC565484	LC565487
D/bovine/Mississippi/C00148N/2014	-	-	-	-|-|-|-|-|-|-	2014	JAN	9	host	Bos taurus	nasal swab	USA	-	MT511485	MT511486	MT511487	MT511488	MT511489	MT511490	MT511491
D/swine/Netherlands/PS-497/2021	-	-	D660	-|-|-|D660|-|-|-	2021	MAR	10	host	Sus scrofa	tracheobronchial swab	Netherlands	-	OP474071	OP474072	OP474073	OP474074	OP474075	OP474076	OP474077
D/bovine/Denmark/3058506689-11/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	OCT	9	host	Bos taurus	nasal swab	Denmark	-	OM468192	OM468204	OM468222	OM468248	OM468263	OM468268	OM468291
D/bovine/Mississippi/C00207N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JUL	24	host	Bos taurus	nasal swab	USA	-	MT511512	MT511513	MT511514	MT511515	MT511516	MT511517	MT511518
D/bovine/Hokkaido/HKD1/2018	-	-	-	-|-|-|-|-|-|-	2018	-	-	host	Bos taurus	-	Japan	-	LC565467	LC565470	LC565473	LC565476	LC565479	LC565482	LC565485
D/bovine/Mississippi/C00013P/2014	-	-	D660	-|-|-|D660|-|-|-	2014	FEB	7	host	Bos taurus	nasopharyngeal swab	USA	-	MT511347	MT511348	MT511349	MT511350	MT511351	MT511352	MT511353
D/bovine/Italy/72875/2019	-	-	-	-|-|-|-|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MN123898	MN123903	MN123899	MN123904	MN123900	MN123901	MN123902
D/bovine/Italy/94243/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MT349524	MT349525	MT349527	MT349530	MT349529	MT349526	MT349528
D/bovine/Denmark/5022903340-5/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	JAN	15	host	Bos taurus	nasal swab	Denmark	-	OM468193	OM468208	OM468219	OM468237	OM468256	OM468275	OM468287
D/bovine/Italy/122566-2/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MT349641	MT349642	MT349644	MT349647	MT349646	MT349643	MT349645
D/bovine/Italy/37760/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MN165210	MN165211	MN165213	MN165216	MN165215	MN165212	MN165214
D/bovine/Italy/144539/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MT349600	MT349601	MT349603	MT349606	MT349605	MT349602	MT349604
D/bovine/Kansas/27/2019	-	-	D660	-|-|-|D660|-|-|-	2019	APR	16	host	Bos taurus	sick bovine's nasal swab	USA	-	MW079434	MW079441	MW079455	MW079476	MW079469	MW079448	MW079462
D/bovine/Italy/12545-8/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN165237	MN165238	MN165240	MN165243	MN165242	MN165239	MN165241
D/bovine/Mississippi/C00158P/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JAN	9	host	Bos taurus	nasopharyngeal swab	USA	-	MT511519	MT511520	MT511521	MT511522	MT511523	MT511524	MT511525
D/bovine/Italy/45097/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MN123891	MN123896	MN123892	MN123897	MN123893	MN123894	MN123895
D/bovine/Mississippi/C00075N/2014	-	-	D660	-|-|-|D660|-|-|-	2014	APR	2	host	Bos taurus	nasal swab	USA	-	MT511340	MT511341	MT511342	MT511343	MT511344	MT511345	MT511346
D/bovine/Mississippi/C00135N/2014	-	-	DOK	-|-|-|DOK|-|-|-	2014	MAY	23	host	Bos taurus	nasal swab	USA	-	MT511361	MT511362	MT511363	MT511364	MT511365	MT511366	MT511367
D/bovine/Mississippi/C00185N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JUL	24	host	Bos taurus	nasal swab	USA	-	MT511402	MT511403	MT511404	MT511405	MT511406	MT511407	MT511408
D/bovine/Denmark/1052304114-10/2020	-	-	D660	-|-|-|D660|-|-|-	2020	JAN	16	host	Bos taurus	nasal swab	Denmark	-	OM468199	OM468205	OM468231	OM468235	OM468250	OM468279	OM468294
D/bovine/Mississippi/C00218N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JUL	24	host	Bos taurus	nasal swab	USA	-	MT511464	MT511465	MT511466	MT511467	MT511468	MT511469	MT511470
D/bovine/Kansas/28/2019	-	-	D660	-|-|-|D660|-|-|-	2019	APR	16	host	Bos taurus	sick bovine's nasal swab	USA	-	MW079435	MW079442	MW079456	MW079477	MW079470	MW079449	MW079463
D/swine/Italy/218655/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	-	-	host	Sus scrofa	-	Italy	-	MN123947	MN123952	MN123948	MN123953	MN123949	MN123950	MN123951
D/bovine/Mississippi/C00040P/2014	-	-	D660	-|-|-|D660|-|-|-	2014	FEB	19	host	Bos taurus	nasopharyngeal swab	USA	-	MT511388	MT511389	MT511390	MT511391	MT511392	MT511393	MT511394
D/bovine/Italy/78668/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MN123905	MN123910	MN123906	MN123911	MN123907	MN123908	MN123909
D/bovine/Mississippi/C00020N/2014	-	-	DOK	-|-|-|DOK|-|-|-	2014	FEB	7	host	Bos taurus	nasal swab	USA	-	MT511457	MT511458	MT511459	MT511460	MT511461	MT511462	MT511463
D/bovine/Denmark/5195604790-5/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	FEB	20	host	Bos taurus	nasal swab	Denmark	-	OM468190	OM468212	OM468225	OM468245	OM468261	OM468272	OM468284
D/bovine/Italy/117140/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MT349648	MT349649	MT349651	MT349654	MT349653	MT349650	MT349652
D/bovine/Italy/40574/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN165203	MN165204	MN165206	MN165209	MN165208	MN165205	MN165207
D/bovine/Mississippi/C00013N/2014	-	-	D660	-|-|-|D660|-|-|-	2014	FEB	7	host	Bos taurus	nasal swab	USA	-	MT511506	MT511507	MT511508	KT581416	MT511509	MT511510	MT511511
D/bovine/Italy/17VIR1851/2016	-	-	DOK	-|-|-|DOK|-|-|-	2016	OCT	26	host	Bos taurus	-	Italy	-	MK965373	MK965363	MK965321	MK965257	MK965279	MK965342	MK965300
D/bovine/Jilin/HY11/2023	-	-	-	-|-|-|-|-|-|-	2023	OCT	17	host	Bos taurus	nasal swabs	China	-	OR880343	OR880342	OR880340	OR880337	OR880338	OR880341	OR880339
D/bovine/Italy/287448/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	-	-	host	Bos taurus	-	Italy	-	MZ264973	MZ264978	MZ264974	MZ264979	MZ264975	MZ264976	MZ264977
D/bovine/Texas/72/2017	-	-	-	-|-|-|-|-|-|-	2017	-	-	host	Bos taurus	-	USA	-	MT636470	MT636471	MT636472	MT636473	MT636474	MT636475	MT636476
D/bovine/Utah/9/2019	-	-	-	-|-|-|-|-|-|-	2019	JAN	9	host	Bos taurus	sick bovine's nasal swab	USA	-	MW079430	MW079437	MW079451	MW079472	MW079465	MW079444	MW079458
D/bovine/Mississippi/C00165N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JAN	17	host	Bos taurus	nasal swab	USA	-	MT511533	MT511534	MT511535	MT511536	MT511537	MT511538	MT511539
D/bovine/Italy/108524/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN165251	MN165252	MN165254	MN165257	MN165256	MN165253	MN165255
D/bovine/Mississippi/C00067N/2014	-	-	DOK	-|-|-|DOK|-|-|-	2014	APR	2	host	Bos taurus	nasal swab	USA	-	MT511478	MT511479	MT511480	MT511481	MT511482	MT511483	MT511484
D/bovine/Mississippi/C00186N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JUL	24	host	Bos taurus	nasal swab	USA	-	MT511499	MT511500	MT511501	MT511502	MT511503	MT511504	MT511505
D/bovine/Italy/131159/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	-	-	host	Bos taurus	-	Italy	-	MT349621	MT349622	MT349624	MT349627	MT349626	MT349623	MT349625
D/bovine/Italy/37431/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MT349536	MT349537	MT349539	MT349542	MT349541	MT349538	MT349540
D/bovine/Michigan/0377/2019	-	-	-	-|-|-|-|-|-|-	2019	FEB	1	host	Bos taurus	-	USA	-	MW632171	MW632172	MW632173	MW632174	MW632175	MW632176	MW632177
D/bovine/Mississippi/C00030P/2014	-	-	DOK	-|-|-|DOK|-|-|-	2014	FEB	19	host	Bos taurus	nasopharyngeal swab	USA	-	MT511368	MT511369	MT511370	KT581418	MT511371	MT511372	MT511373
D/bovine/Quebec/4Q-J20/2020	-	-	-	-|-|-|-|-|-|-	2020	-	-	host	Bos taurus	-	Canada	-	MT246299	MT246298	MT246297	MT246296	MT246295	MT246294	MT246293
D/bovine/Italy/300771/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	-	-	host	Bos taurus	-	Italy	-	MT349572	MT349573	MT349575	MT349578	MT349577	MT349574	MT349576
D/bovine/Mississippi/C00009P/2014	-	-	D660	-|-|-|D660|-|-|-	2014	FEB	7	host	Bos taurus	nasopharyngeal swab	USA	-	MT511526	MT511527	MT511528	MT511529	MT511530	MT511531	MT511532
D/bovine/Mississippi/C00017N/2014	-	-	DOK	-|-|-|DOK|-|-|-	2014	FEB	7	host	Bos taurus	nasal swab	USA	-	MT511381	MT511382	MT511383	MT511384	MT511385	MT511386	MT511387
D/bovine/Italy/28145/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MN123862	MN123958	MN123954	MN123959	MN123955	MN123956	MN123957
D/bovine/Quebec/3M-B/2020	-	-	-	-|-|-|-|-|-|-	2020	-	-	host	Bos taurus	-	Canada	-	MT246292	MT246291	MT246290	MT246289	MT246288	MT246287	MT246286
D/bovine/Italy/144136/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MT349607	MT349608	MT349610	MT349613	MT349612	MT349609	MT349611
D/bovine/Italy/50543-3/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN165189	MN165190	MN165192	MN165195	MN165194	MN165191	MN165193
D/bovine/Italy/3525/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN165217	MN165218	MN165220	MN165223	MN165222	MN165219	MN165221
D/bovine/Italy/407865/2018	-	-	D660	-|-|-|D660|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN123926	MN123931	MN123927	MN123932	MN123928	MN123929	MN123930
D/bovine/Quebec/5E-H/2018	-	-	-	-|-|-|-|-|-|-	2018	-	-	host	Bos taurus	-	Canada	-	MT246272	MT246271	MT246270	MT246269	MT246268	MT246267	MT246266
D/bovine/South Dakota/9251/2020	-	-	-	-|-|-|-|-|-|-	2020	FEB	3	host	Bos taurus	lung	USA	-	OR126149	OR126147	OR126151	OR126154	OR126157	OR126160	OR126162
D/bovine/Denmark/5224403563-5/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	APR	24	host	Bos taurus	nasal swab	Denmark	-	OM468191	OM468213	OM468223	OM468244	OM468262	OM468271	OM468285
D/swine/Italy/18VIR6833/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	-	-	host	Sus scrofa	-	Italy	-	MK965388	MK965372	MK965341	MK965278	MK965299	MK965343	MK965320
D/bovine/Denmark/1173303525-4/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	APR	5	host	Bos taurus	nasal swab	Denmark	-	OM468187	OM468207	OM468226	OM468242	OM468254	OM468267	OM468282
D/bovine/Denmark/4559602762-5/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	JAN	15	host	Bos taurus	nasal swab	Denmark	-	OM468196	OM468211	OM468218	OM468240	OM468258	OM468274	OM468290
D/bovine/Italy/94269-2/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MT349510	MT349511	MT349513	MT349516	MT349515	MT349512	MT349514
D/bovine/Mississippi/C00002N/2014	-	-	D660	-|-|-|D660|-|-|-	2014	FEB	7	host	Bos taurus	nasal swab	USA	-	MT511416	MT511417	MT511418	MT511419	MT511420	MT511421	MT511422
D/bovine/Italy/3907772/2018	-	-	D660	-|-|-|D660|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN123919	MN123924	MN123920	MN123925	MN123921	MN123922	MN123923
D/bovine/Italy/4128547/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN165196	MN165197	MN165199	MN165202	MN165201	MN165198	MN165200
D/bovine/Denmark/3727003200-7/2020	-	-	D660	-|-|-|D660|-|-|-	2020	MAR	12	host	Bos taurus	nasal swab	Denmark	-	OM468197	OM468214	OM468229	OM468233	OM468252	OM468277	OM468292
D/bovine/Italy/358240/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	-	-	host	Bos taurus	-	Italy	-	MT349546	MT349547	MT349549	MT349552	MT349551	MT349548	MT349550
D/bovine/Denmark/6171103755-1/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	FEB	6	host	Bos taurus	nasal swab	Denmark	-	OM468189	OM468201	OM468224	OM468243	OM468260	OM468270	OM468297
D/bovine/Italy/17RS397-3/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	FEB	6	host	Bos taurus	-	Italy	-	MK965386	MK965370	MK965339	MK965264	MK965297	MK965361	MK965318
D/bovine/Italy/30787/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	-	-	host	Bos taurus	-	Italy	-	MN123876	MN123875	MN123873	MT349571	MN123871	MN123874	MN123872
D/bovine/Mississippi/C00007N/2014	-	-	D660	-|-|-|D660|-|-|-	2014	FEB	7	host	Bos taurus	nasal swab	USA	-	MT511409	MT511410	MT511411	MT511412	MT511413	MT511414	MT511415
D/bovine/Italy/345075/2018	-	-	D660	-|-|-|D660|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN123912	MN123917	MN123913	MN123918	MN123914	MN123915	MN123916
D/bovine/Italy/38955/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MN123884	MN123889	MN123885	MN123890	MN123886	MN123887	MN123888
D/swine/Oklahoma/1334/2011	-	-	DOK	-|-|-|DOK|-|-|-	2011	MAR	21	host	Sus scrofa	-	USA	-	JQ922305	JQ922306	JQ922307	JQ922308	JQ922309	JQ922310	JQ922311
D/bovine/Mississippi/C00196N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JUL	24	host	Bos taurus	nasal swab	USA	-	MT511374	MT511375	MT511376	MT511377	MT511378	MT511379	MT511380
D/bovine/California/1908/2019	-	-	-	-|-|-|-|-|-|-	2019	-	-	host	Bos taurus	-	USA	-	MW020319	MW020320	MW020321	MW020322	MW020323	MW020324	MW020325
D/bovine/Italy/13882-2/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	-	-	host	Bos taurus	-	Italy	-	MT349614	MT349615	MT349617	MT349620	MT349619	MT349616	MT349618
D/bovine/Mississippi/C00004N/2014	-	-	DOK	-|-|-|DOK|-|-|-	2014	FEB	19	host	Bos taurus	nasal swab	USA	-	MT511423	MT511424	MT511425	MT511426	MT511427	MT511428	MT511429
D/bovine/California/0363/2019	-	-	-	-|-|-|-|-|-|-	2019	-	-	host	Bos taurus	-	USA	-	MW020305	MW020306	MW020307	MW020308	MW020309	MW020310	MW020311
D/bovine/Mississippi/C00200N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JUL	24	host	Bos taurus	nasal swab	USA	-	MT511395	MT511396	MT511397	MT511398	MT511399	MT511400	MT511401
D/bovine/Italy/31525/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MK131029	MK131034	MK131030	MK131035	MK131031	MK131032	MK131033
D/bovine/Italy/188812-1/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	-	-	host	Bos taurus	-	Italy	-	MT349579	MT349580	MT349582	MT349585	MT349584	MT349581	MT349583
D/bovine/Mississippi/C00162N/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JAN	9	host	Bos taurus	nasal swab	USA	-	MT511492	MT511493	MT511494	MT511495	MT511496	MT511497	MT511498
D/bovine/Denmark/5195604714-5/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	JAN	15	host	Bos taurus	nasal swab	Denmark	-	OM468195	OM468210	OM468221	OM468238	OM468255	OM468276	OM468289
D/bovine/Italy/15RS1509-14/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	SEP	10	host	Bos taurus	-	Italy	-	MK965387	MK965371	MK965340	MK965277	MK965298	MK965362	MK965319
D/bovine/Italy/344278/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	-	-	host	Bos taurus	-	Italy	-	MT349554	MT349559	MT349561	MT349564	MT349563	MT349560	MT349562
D/bovine/Kansas/26/2019	-	-	-	-|-|-|-|-|-|-	2019	APR	16	host	Bos taurus	sick bovine's nasal swab	USA	-	MW079433	MW079440	MW079454	MW079475	MW079468	MW079447	MW079461
D/bovine/California/1490/2018	-	-	-	-|-|-|-|-|-|-	2018	NOV	1	host	Bos taurus	-	USA	-	MW632178	MW632179	MW632180	MW632181	MW632182	MW632183	MW632184
D/bovine/Denmark/3313408142-6/2020	-	-	DOK	-|-|-|DOK|-|-|-	2020	JAN	8	host	Bos taurus	nasal swab	Denmark	-	OM468186	OM468206	OM468228	OM468241	OM468264	OM468266	OM468286
D/bovine/Italy/28300/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MN123863	MN123868	MN123864	MN123869	MN123865	MN123866	MN123867
D/bovine/Mississippi/C00037P/2014	-	-	D660	-|-|-|D660|-|-|-	2014	FEB	19	host	Bos taurus	nasopharyngeal swab	USA	-	MT511333	MT511334	MT511335	MT511336	MT511337	MT511338	MT511339
D/bovine/Denmark/5246407608-2/2019	-	-	DOK	-|-|-|DOK|-|-|-	2019	MAR	1	host	Bos taurus	nasal swab	Denmark	-	OM468185	OM468202	OM468217	OM468246	OM468253	OM468265	OM468283
D/bovine/Mississippi/C00165P/2015	-	-	DOK	-|-|-|DOK|-|-|-	2015	JAN	17	host	Bos taurus	nasopharyngeal swab	USA	-	MT511471	MT511472	MT511473	MT511474	MT511475	MT511476	MT511477
D/bovine/Italy/12002-1/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN165244	MN165245	MN165247	MN165250	MN165249	MN165246	MN165248
D/bovine/South Dakota/1923830/2019	-	-	-	-|-|-|-|-|-|-	2019	NOV	21	host	Bos taurus	lung	USA	-	OR126148	OR126146	OR126150	OR126153	OR126156	OR126159	OR126161
D/bovine/Italy/776951/2018	-	-	D660	-|-|-|D660|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN123940	MN123945	MN123941	MN123946	MN123942	MN123943	MN123944
D/bovine/Italy/20749/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN165224	MN165225	MN165227	MN165230	MN165229	MN165226	MN165228
D/bovine/Quebec/1M-H/2019	-	-	-	-|-|-|-|-|-|-	2019	-	-	host	Bos taurus	-	Canada	-	MT246279	MT246278	MT246277	MT246276	MT246275	MT246274	MT246273
D/bovine/Italy/18RS182-13/2017	-	-	DOK	-|-|-|DOK|-|-|-	2017	DEC	19	host	Bos taurus	-	Italy	-	MK965374	MK965364	MK965327	MK965268	MK965282	MK965349	MK965303
D/bovine/Italy/35490/2019	-	-	D660	-|-|-|D660|-|-|-	2019	-	-	host	Bos taurus	-	Italy	-	MN123877	MN123882	MN123878	MN123883	MN123879	MN123880	MN123881
D/bovine/Italy/56649-11/2018	-	-	DOK	-|-|-|DOK|-|-|-	2018	-	-	host	Bos taurus	-	Italy	-	MN123933	MN123938	MN123934	MN123939	MN123935	MN123936	MN123937
