taxon	sequenceID	pubmed_id	gb_place_sampled	gb_country	gb_year	gb_host	gb_source	gb_subtype	isolate_id
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/KT592531	KT592531	26812282	-	Italy	2015	Sus scrofa	-	D/OK	D/swine/Italy/199724-3/2015
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/KU710434	KU710434	27154756	-	Mexico	2015	Bos taurus	-	D/660	D/bovine/Mexico/S7/2015
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/KU710435	KU710435	27154756	-	Mexico	2015	Bos taurus	-	D/660	D/bovine/Mexico/S8/2015
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/KU710436	KU710436	27154756	-	Mexico	2015	Bos taurus	-	D/660	D/bovine/Mexico/S56/2015
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/KU710437	KU710437	27154756	-	Mexico	2015	Bos taurus	-	D/OK	D/bovine/Mexico/S62/2015
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/KX768818	KX768818	28916759	-	Italy	2015	Sus scrofa	-	D/OK	D/swine/Italy/268344-2/2015
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/KX768825	KX768825	28916759	-	Italy	2016	Sus scrofa	-	D/OK	D/swine/Italy/173287-4/2016
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/KX768832	KX768832	28916759	-	Italy	2015	Sus scrofa	-	D/OK	D/swine/Italy/254578/2015
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/KX768839	KX768839	28916759	-	Italy	2015	Sus scrofa	-	D/OK	D/swine/Italy/354017/2015
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/LC128438	LC128438	27434213	-	Japan	2016	Bos taurus	-	D/Yama2016	D/bovine/Ibaraki/7768/2016
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/LC270266	LC270266	29143492	-	Japan	2016	Bos taurus	-	D/Yama2016	D/bovine/Miyazaki/B22/2016
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/LC318666	LC318666	29321324	-	Japan	2016	Bos taurus	-	D/Yama2016	D/bovine/Yamagata/10710/2016
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/LC494106	LC494106	31855532	-	Japan	2019	Bos taurus	-	D/Yama2019	D/bovine/Yamagata/1/2019
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/MG720241	MG720241	-	-	France	2014	Bos taurus	lung fragment	D/OK	D/bovine/France/5920/2014
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/MK054182	MK054182	-	-	USA	2017	Sus scrofa	nasal swab	D/660	D/swine/Kentucky/17TOSU1262/2017
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/MK101119	MK101119	-	-	United Kingdom	2017	Bos taurus	-	D/OK	D/bovine/Northern Ireland/24280/2017
alignment/AL_IDV_SEG2/member/idv-ncbi-refseqs-seg2/NC_036615	NC_036615	23408893	-	USA	2011	Sus scrofa	-	D/OK	D/swine/Oklahoma/1334/2011
