taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330902	MZ330902	-	1968	-	Philippines	2014	Homo sapiens	nasal swab	-	-	C/Biliran/TB2-293/2014
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330909	MZ330909	-	1968	-	Philippines	2017	Homo sapiens	nasal swab	-	-	C/Biliran/TB4-024/2017
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330916	MZ330916	-	1968	-	Philippines	2017	Homo sapiens	nasal swab	-	-	C/Biliran/TB4-067/2017
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330923	MZ330923	-	1968	-	Philippines	2018	Homo sapiens	nasal swab	-	-	C/Biliran/TB4-130/2018
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330930	MZ330930	-	1968	-	Philippines	2018	Homo sapiens	nasal swab	-	-	C/Biliran/TB4-169/2018
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330937	MZ330937	-	1968	-	Philippines	2019	Homo sapiens	nasal swab	-	-	C/Biliran/TB4-271/2019
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330944	MZ330944	-	1968	-	Philippines	2014	Homo sapiens	nasal swab	-	-	C/Biliran/TB5-195/2014
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330951	MZ330951	-	1968	-	Philippines	2014	Homo sapiens	nasal swab	-	-	C/Biliran/TB5-241/2014
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330958	MZ330958	-	1968	-	Philippines	2017	Homo sapiens	nasal swab	-	-	C/Biliran/TB5-312/2017
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330965	MZ330965	-	1968	-	Philippines	2016	Homo sapiens	nasal swab	-	-	C/Biliran/TB5-498/2016
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330972	MZ330972	-	1968	-	Philippines	2016	Homo sapiens	nasal swab	-	-	C/Biliran/TB5-536/2016
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330979	MZ330979	-	1968	-	Philippines	2016	Homo sapiens	nasal swab	-	-	C/Biliran/TB5-625/2016
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330986	MZ330986	-	1968	-	Philippines	2016	Homo sapiens	nasal swab	-	-	C/Biliran/TB5-736/2016
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ330993	MZ330993	-	1968	-	Philippines	2014	Homo sapiens	nasal swab	-	-	C/Biliran/TB8-250/2014
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ331000	MZ331000	-	1968	-	Philippines	2015	Homo sapiens	nasal swab	-	-	C/Palawan/061/2015
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/MZ331007	MZ331007	-	1968	-	Philippines	2014	Homo sapiens	nasal swab	-	-	C/Palawan/068/2014
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/NC_006310	NC_006310	15218173	2073	-	-	-	-	-	-	-	C/Ann Arbor/1/50
alignment/AL_ICV_SEG4/member/icv-ncbi-refseqs-seg4/NC_006310	NC_006310	15218173	2073	NULL	USA	1950	Homo sapiens	-	-	-	C/Ann Arbor/1/50
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/OK254888	OK254888	-	1965	-	China	2020	Canis familiaris	nasal swab	-	-	C/canine/China/Guangzhou-1/2020
alignment/AL_ICV_SEG4/member/icv-ncbi-curated-segment-4/OK254895	OK254895	-	1965	-	China	2020	Canis familiaris	nasal swab	-	-	C/canine/China/Guangzhou-2/2020
