isolate	gb_serotype	rec_serotype	mlca_serotype	genome_lineage	iso_year	iso_month	iso_day	origin_type	iso_host	sample_type	iso_country	iso_place_name	segment1_accession	segment2_accession	segment3_accession	segment4_accession	segment5_accession	segment6_accession	segment7_accession
C/Miyagi/10/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739867	-	-	-
C/Miyagi/1/2010	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2010	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739871	-	-	-
C/Philippines/1774-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013503	-	-	-
CaenJO2	-	-	Yamagata	-|-|-|Yamagata|-|-|-	2004	-	-	host	-	-	France	-	-	-	-	EU086909	-	-	-
C/Yamagata/5/2002	-	-	-	-|-|-|-|-|-|-	2002	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123823	LC124987
C/Catalonia/1284/2009	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2009	AUG	26	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748630	-	-	-
C/Mie/188/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	AB811846	-	-	-
C/Yamagata/3/2004	-	-	-	-|-|-|-|-|-|-	2004	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123830	LC124994
C/Yamagata/6/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512501	-	-	-
C/Yamagata/23/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512505	-	-	-
C/Yamagata/2/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512488	-	-	-
C/Bovine/Montana/22/2016	-	-	-	-|-|-|-|-|-|-	2016	NOV	15	host	Bos taurus	nasal swab	USA	-	-	-	-	-	-	MH421873	-
C/Paris/1/67	-	-	-	-|-|-|-|-|-|-	1967	-	-	host	Homo sapiens	-	France	-	-	-	-	-	-	LC123817	LC124980
C/California/78	-	-	-	-|-|-|-|-|-|-	-	-	-	host	Homo sapiens	-	-	-	AB099453	AB099478	AB099552	-	-	AB000608	M10087
C/Thailand/c5395_HE_gene/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	JAN	7	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	MK480578	-	-	-
C/Miyagi/6/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739864	-	-	-
C/Biliran/TB5-625/2016	-	-	-	-|-|-|-|-|-|-	2016	AUG	23	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330980	MZ330982
C/Miyagi/20/2002	-	-	-	-|-|-|-|-|-|-	2002	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123827	LC124991
C/Minnesota/24/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	APR	14	host	Homo sapiens	-	USA	-	-	-	-	CY239459	-	CY239460	-
C/Thailand/B12597_NS_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	AUG	31	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	-	-	MK480587
C/Miyagi/4/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739877	-	-	-
C/Yamagata/39/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512513	-	-	-
C/Miyagi/7/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739880	-	-	-
C/Catalonia/1945/2009	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2009	NOV	23	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748625	-	-	-
C/Alberta/4406/2011	-	-	-	-|-|-|-|-|-|-	2011	APR	8	host	Homo sapiens	nasopharyngeal swab	Canada	-	-	-	-	-	-	JX133154	-
C/Biliran/TB2-293/2014	-	-	-	-|-|-|-|-|-|-	2014	OCT	2	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330903	MZ330905
C/Alberta/3087/2011	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2011	MAR	4	host	Homo sapiens	auger suction	Canada	-	-	-	-	JX080410	-	JX133152	-
C/Minnesota/21/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	29	host	Homo sapiens	-	USA	-	-	-	-	CY239454	-	-	-
C/Singapore/DSO-070193/2006	-	-	-	-|-|-|-|-|-|-	2006	NOV	29	host	Homo sapiens	-	Singapore	-	-	-	-	-	-	JX963108	JX963116
C/Leyte/4/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	Homo sapiens	-	Philippines	-	-	-	-	AB978551	-	-	-
C/Thailand/B12983_HE_gene/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	SEP	25	host	Homo sapiens	nasal swab	Thailand	-	-	-	-	MK480592	-	-	-
C/Mie/265/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751595	-	-	-
C/Miyagi/2/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739900	-	-	-
C/NewJersey/76	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	USA	-	AB099452	AB099477	AB099551	-	AB684309	AB099600	AB099624
C/Philippines/2059-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013504	-	-	-
C/England/892/1983	-	-	Yamagata	-|-|-|Yamagata|-|-|-	1983	-	-	host	Homo sapiens	-	United Kingdom	-	LC123307	LC123409	LC123511	LC122637	LC123743	-	LC124985
C/Minnesota/01/2016	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2016	APR	21	host	Homo sapiens	-	USA	-	-	-	-	CY239484	-	CY239485	-
C/Miyagi/3/97	-	-	Yamagata	-|-|-|Yamagata|-|-|-	-	-	-	host	-	-	-	-	-	-	-	AB219077	-	-	-
Yamagata/10/81	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	-	-	-	-	-	-	D00033
C/Thailand/c5395_PB2_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	JAN	7	host	Homo sapiens	nasal swab	Thailand	-	MK480583	-	-	-	-	-	-
C/Sendai/TU4/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	Homo sapiens	-	Japan	-	-	-	-	AB978556	-	-	-
CaenBA1	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2007	-	-	host	-	-	France	-	-	-	-	EU086915	-	-	-
C/Fukuoka/1/2012	-	-	-	-|-|-|-|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123870	LC125034
C/Fukuoka/2/2006	-	-	-	-|-|-|-|-|-|-	2006	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123846	LC125010
C/Minnesota/10/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	MAR	9	host	Homo sapiens	-	USA	-	-	-	-	CY239436	-	CY239437	-
C/Thailand/CN38_PB2_gene/2017	-	-	-	-|-|-|-|-|-|-	2017	MAR	7	host	Homo sapiens	nasal swab	Thailand	-	MK480604	-	-	-	-	-	-
C/Mie/231/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	AB811847	-	-	-
C/Philippines/2064-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013502	-	-	-
CaenHE2	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2005	-	-	host	-	-	France	-	-	-	-	EU086911	-	-	-
C/kyouto/41/82	-	-	-	-|-|-|-|-|-|-	-	-	-	host	Homo sapiens	-	-	-	D78390	D78391	-	-	-	-	-
C/Yamagata/35/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385866	-	-	-
C/Catalonia/2072/2009	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2009	DEC	9	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748626	-	-	-
C/Bovine/Missouri/5/2017	-	-	-	-|-|-|-|-|-|-	2017	DEC	30	host	Bos taurus	nasal swab	USA	-	-	-	-	-	-	MH421866	-
C/Yamagata/1/2006	-	-	-	-|-|-|-|-|-|-	2006	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123847	LC125011
C/Miyagi/25/2004	-	-	-	-|-|-|-|-|-|-	2004	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123837	LC125001
C/Mie/185/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751598	-	-	-
Great Lakes/1167/54	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	-	-	-	-	-	-	D00030
C/bovine/South Korea/GG/2022	-	-	-	-|-|-|-|-|-|-	2022	MAR	3	host	Bos taurus	nasal swab	South Korea	-	-	-	-	OQ946987	-	-	-
C/Bovine/Colorado/6/2017	-	-	-	-|-|-|-|-|-|-	2017	DEC	30	host	Bos taurus	nasal swab	USA	-	-	-	-	-	-	MH421867	-
C/Yamagata/29/2004	-	-	-	-|-|-|-|-|-|-	2004	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC603649	LC603651
C/Philippines/3496-2010/2010	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2010	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013507	-	-	-
C/Biliran/TB5-498/2016	-	-	-	-|-|-|-|-|-|-	2016	JUN	29	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330966	MZ330968
C/Miyagi/9/2010	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2010	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739873	-	-	-
C/Minnesota/23/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	APR	15	host	Homo sapiens	-	USA	-	-	-	-	CY239457	-	CY239458	-
C/Iwate/1/2016	-	-	-	-|-|-|-|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC327657	LC327658
C/Minnesota/06/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	FEB	15	host	Homo sapiens	-	USA	-	-	-	-	CY239428	-	CY239429	-
C/Miyagi/17/2008	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2008	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739870	-	-	-
C/Melbourne/2/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	OCT	7	host	Homo sapiens	nasopharyngeal swab	Australia	-	-	-	-	JN899406	-	-	-
C/Yamagata/3/2005	-	-	-	-|-|-|-|-|-|-	2005	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123842	LC125006
C/Catalonia/1372/2009	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2009	SEP	14	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748627	-	-	-
C/Minnesota/16/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	19	host	Homo sapiens	-	USA	-	-	-	-	CY239446	-	-	-
C/Yamagata/10/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512490	-	-	-
C/Miyagi/3/2006	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2006	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739857	-	-	-
C/Miyagi/31/2002	-	-	-	-|-|-|-|-|-|-	2002	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123829	LC124993
C/Kansas/2/79	-	-	Aichi	-|-|-|Aichi|-|-|-	-	-	-	host	-	-	-	-	-	-	-	AB035361	-	-	-
C/India/P135047/2013	-	-	-	-|-|-|-|-|-|-	2013	APR	25	host	Homo sapiens	TS/NS	India	-	-	-	-	-	-	KM507557	KM507558
C/Miyagi/9/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739897	-	-	-
C/Yamagata/14/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512491	-	-	-
C/Fukushima/O181/2018	-	-	-	-|-|-|-|-|-|-	2018	-	-	host	Homo sapiens	nasopharyngea swab using HBTEC-ALI culture	Japan	-	-	-	-	-	-	LC720286	LC720288
C/Yamagata/5/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512489	-	-	-
C/Biliran/TB8-250/2014	-	-	-	-|-|-|-|-|-|-	2014	JUL	10	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330994	MZ330996
C/Fukuoka/1/2005	-	-	-	-|-|-|-|-|-|-	2005	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123845	LC125009
C/Mie/182/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751602	-	-	-
C/Minnesota/07/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	FEB	18	host	Homo sapiens	-	USA	-	-	-	-	CY239430	-	CY239431	-
C/Miyagi/1/2017	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2017	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739898	-	-	-
C/Singapore/DSO-070203/2006	-	-	-	-|-|-|-|-|-|-	2006	DEC	4	host	Homo sapiens	-	Singapore	-	-	-	-	-	-	JX963109	JX963117
C/Minnesota/08/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	4	host	Homo sapiens	-	USA	-	-	-	-	CY239433	-	CY239432	-
C/Miyagi/5/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739903	-	-	-
C/Miyagi/8/2010	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2010	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739872	-	-	-
C/Philippines/2079-2011/2011	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2011	-	-	host	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	-	ON013509	-	-	-
C/India/P121719/2012	-	-	-	-|-|-|-|-|-|-	2012	FEB	24	host	Homo sapiens	TS/NS	India	-	-	-	-	-	-	KM507550	KM507551
CaenMA5	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2005	-	-	host	-	-	France	-	-	-	-	EU086914	-	-	-
C/JHB/1/66	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	South Africa	-	-	-	-	AY880247	-	-	-
C/Eastern India/1202/2011	-	-	-	-|-|-|-|-|-|-	2011	JUL	15	host	Homo sapiens	-	India	-	-	-	-	-	-	JX947866	JX947867
C/Minnesota/17/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	27	host	Homo sapiens	-	USA	-	-	-	-	CY239447	-	-	-
C/Minnesota/18/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	27	host	Homo sapiens	-	USA	-	-	-	-	CY239448	-	CY239449	-
C/Miyagi/42/2004	-	-	-	-|-|-|-|-|-|-	2004	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123838	LC125002
C/Catalonia/2588/2010	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2010	APR	13	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748634	-	-	-
C/Minnesota/22/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	MAR	31	host	Homo sapiens	-	USA	-	-	-	-	CY239455	-	CY239456	-
C/Thailand/B12983_PB2_gene/2015	-	-	-	-|-|-|-|-|-|-	2015	SEP	25	host	Homo sapiens	nasal swab	Thailand	-	MK480597	-	-	-	-	-	-
CaenMA3	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2005	-	-	host	-	-	France	-	-	-	-	EU086912	-	-	-
C/Great Lakes/1167/1954	-	-	-	-|-|-|-|-|-|-	1954	-	-	host	Homo sapiens	-	USA	-	-	-	-	-	-	LC123815	LC124978
C/Catalonia/1824/2009	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2009	NOV	11	host	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	-	HM748623	-	-	-
C/Miyagi/3/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739876	-	-	-
C/Yamagata/1/2017	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2017	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512497	-	-	-
C/Minnesota/15/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	MAR	20	host	Homo sapiens	-	USA	-	-	-	-	CY239444	-	CY239445	-
C/Yamagata/1/2005	-	-	-	-|-|-|-|-|-|-	2005	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123840	LC125004
C/Nara/1/86	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	-	-	-	-	-	-	AB034171
C/Kyoto/41/82	-	-	-	-|-|-|-|-|-|-	-	-	-	host	Homo sapiens	-	-	-	-	-	-	-	D78434	AB000724	AB034166
C/Yamagata/37/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512496	-	-	-
Ann Arbor/1/50	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	-	-	-	-	-	-	-	-	D00029
C/Osaka/2/2004	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB252162	-	-	-
C/Mie/275/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751594	-	-	-
C/Minnesota/05/2015	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2015	FEB	5	host	Homo sapiens	-	USA	-	-	-	-	CY239427	-	CY239426	-
C/Biliran/TB5-241/2014	-	-	-	-|-|-|-|-|-|-	2014	JUN	20	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ330952	MZ330954
C/Yamagata/28/2012	-	-	-	-|-|-|-|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123867	LC125031
C/Greece/79	-	-	-	-|-|-|-|-|-|-	-	-	-	host	-	-	Greece	-	AB099455	AB099480	AB099554	-	AB684310	AB099602	AB099627
C/Yamagata/30/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512510	-	-	-
C/Mie/198/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751601	-	-	-
C/Miyagi/13/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2012	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739886	-	-	-
C/Yamagata/36/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC385867	-	-	-
C/Palawan/061/2015	-	-	-	-|-|-|-|-|-|-	2015	JUL	3	host	Homo sapiens	nasal swab	Philippines	-	-	-	-	-	-	MZ331001	MZ331003
C/Minnesota/29/2015	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2015	FEB	23	host	Homo sapiens	-	USA	-	-	-	-	CY239473	-	CY239474	-
C/Miyagi/3/2014	-	-	Kanagawa	-|-|-|Kanagawa|-|-|-	2014	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739888	-	-	-
C/Miyagi/5/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC739894	-	-	-
CaenLE2	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2006	-	-	host	-	-	France	-	-	-	-	EU086917	-	-	-
C/Mie/204/2012	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	-	-	-	host	-	-	Japan	-	-	-	-	AB751599	-	-	-
C/Chenogju/GPD1029/2015	-	-	-	-|-|-|-|-|-|-	2015	MAY	5	host	Homo sapiens	-	South Korea	-	-	-	-	-	-	-	MK050097
C/Pig/Beijing/115/81	-	-	-	-|-|-|-|-|-|-	-	-	-	host	Homo sapiens	-	-	-	-	-	-	-	D78444	D78426	AB034164
C/Yamagata/8/88	-	-	Yamagata	-|-|-|Yamagata|-|-|-	-	-	-	host	Homo sapiens	-	-	-	-	-	-	D28968	-	AB000612	-
C/Yamagata/42/2018	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2018	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512509	-	-	-
C/Scotland/6855/2007	-	-	-	-|-|-|-|-|-|-	2007	-	-	host	Homo sapiens	respiratory sample	United Kingdom	-	-	-	-	-	-	KT835361	KT835370
C/Miyagi/4/2005	-	-	-	-|-|-|-|-|-|-	2005	-	-	host	Homo sapiens	-	Japan	-	-	-	-	-	-	LC123844	LC125008
C/Yamagata/34/2016	-	-	SaoPaolo	-|-|-|SaoPaolo|-|-|-	2016	-	-	host	Homo sapiens	-	Japan	-	-	-	-	LC512511	-	-	-
C/Scotland/5334/2007	-	-	-	-|-|-|-|-|-|-	2007	-	-	host	Homo sapiens	respiratory sample	United Kingdom	-	-	-	-	-	KT835359	KT835366	-
