strain_id	complete	seq_count	cg_subtype	hn_subtype	iso_year	iso_month	iso_day	iso_host	iso_source	iso_country	iso_place_name	segment1_accession	segment2_accession	segment3_accession	segment4_accession	segment5_accession	segment6_accession	segment7_accession	segment8_accession	segment_1_counts	segment_2_counts	segment_3_counts	segment_4_counts	segment_5_counts	segment_6_counts	segment_7_counts	segment_8_counts
B/Minnesota/23/2015	FALSE	12	-|-|-|Yamagata|-|-|-|-	Yamagata-	2015	AUG	2	Homo sapiens	-	USA	NULL	0	0	KU592714	KU592547	KU592716	KU592717	KU592718	KU592551	0	0	2	2	2	2	2	2
B/California/81/2017	FALSE	18	-|-|-|Victoria|-|-|-|-	Victoria-	2017	DEC	12	Homo sapiens	-	USA	California	0	0	MH581622	MH130771	MH130772	MH581625	MH130774	MH130775	0	0	3	3	3	3	3	3
B/Ohio/01/2013	FALSE	3	-|-|-|Yamagata|-|-|-|-	Yamagata-	2013	JAN	14	Homo sapiens	-	USA	NULL	0	0	0	KF216763	0	KF216774	0	KF216767	0	0	0	1	0	1	0	1
B/Arkansas/13/2017	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	DEC	27	Homo sapiens	-	USA	Arkansas	0	0	MH080736	MH080737	MH080738	MH080739	MH080740	MH080741	0	0	1	1	1	1	1	1
B/Taiwan/94815/2012	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2012	MAR	2	Homo sapiens	-	Taiwan	NULL	0	0	0	JX266932	0	0	0	0	0	0	0	1	0	0	0	0
B/Colorado/26/2017	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	NOV	22	Homo sapiens	-	USA	Colorado	0	0	CY263492	CY263493	CY263494	CY263495	CY263496	CY263497	0	0	1	1	1	1	1	1
B/California/NHRC_BRD41195N/2016	FALSE	3	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	JAN	13	Homo sapiens	nasal	USA	California	0	0	0	KY125920	0	KY125971	0	KY126017	0	0	0	1	0	1	0	1
B/Florida/112/2017	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	DEC	22	Homo sapiens	-	USA	Florida	0	0	MH081000	MH081001	MH081002	MH081003	MH081004	MH081005	0	0	1	1	1	1	1	1
B/California/13/2019	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2019	MAR	17	Homo sapiens	-	USA	California	0	0	MK995912	MK995913	MK995914	MK995915	MK995916	MK995917	0	0	1	1	1	1	1	1
B/New Hampshire/05/2016	FALSE	12	-|-|-|Victoria|-|-|-|-	Victoria-	2016	FEB	10	Homo sapiens	-	USA	NULL	0	0	KX612107	KX612108	KX612109	KX612110	KX612111	KX612112	0	0	2	2	2	2	2	2
B/Hong Kong/CUHK13275/2002	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2002	-	-	Homo sapiens	-	Hong Kong	NULL	0	0	0	MF955548	0	0	0	0	0	0	0	1	0	0	0	0
B/Quebec/10/2014	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	JAN	31	Homo sapiens	nasopharyngeal swab	Canada	Quebec	0	0	0	KP864260	0	0	0	0	0	0	0	1	0	0	0	0
B/Finland/202/2003	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2003	-	-	Homo sapiens	-	Finland	NULL	0	0	0	KP459420	0	0	0	0	0	0	0	1	0	0	0	0
B/Vietnam/IS0214318/2014	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	AUG	20	Homo sapiens	-	Viet Nam	Vinhphuc	0	0	0	KT359332	0	0	0	0	0	0	0	1	0	0	0	0
B/Bangkok/SI49/2012	FALSE	2	-|-|-|Yamagata|-|-|-|-	Yamagata-	2012	JUL	12	Homo sapiens	nasopharyngeal wash	Thailand	NULL	0	0	0	KF699284	0	KF305465	0	0	0	0	0	1	0	1	0	0
B/Aichi/16/2009	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2009	MAR	25	Homo sapiens	-	Japan	Aichi	0	0	0	KP460854	0	0	0	0	0	0	0	1	0	0	0	0
Influenza B virus (B/Connecticut/02/1995)	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	1995	JAN	5	Homo sapiens	-	USA	Connecticut	0	0	CY018858	CY018853	CY018856	CY018855	CY018854	CY018857	0	0	1	1	1	1	1	1
B/Shanghai Pudong Xin/1467/2010	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2010	MAY	5	Homo sapiens	-	China	Shanghai	0	0	0	KP459834	0	0	0	0	0	0	0	1	0	0	0	0
B/Wisconsin/28/2017	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	APR	18	Homo sapiens	-	USA	Wisconsin	0	0	CY233631	CY233632	CY233633	CY233634	CY233635	CY233636	0	0	1	1	1	1	1	1
B/Florida/21/2018	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	MAR	19	Homo sapiens	-	USA	Florida	0	0	MH584325	MH584330	MH584329	MH584328	MH584327	MH584326	0	0	1	1	1	1	1	1
B/Oklahoma/08/2017	FALSE	12	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	FEB	14	Homo sapiens	-	USA	Oklahoma	0	0	CY242556	CY224646	CY224647	CY242559	CY242560	CY242561	0	0	2	2	2	2	2	2
B/Minnesota/04/2016	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2016	FEB	6	Homo sapiens	-	USA	NULL	0	0	KX612099	KX612100	KX612101	KX612102	KX612103	KX612104	0	0	1	1	1	1	1	1
B/Sullana/6432/2007	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2007	-	-	Homo sapiens	-	Peru	NULL	0	0	0	KP460611	0	0	0	0	0	0	0	1	0	0	0	0
B/Washington/4955/2016	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	JAN	21	Homo sapiens	Nasal Wash	USA	Washington	0	0	0	CY208188	0	0	0	0	0	0	0	1	0	0	0	0
B/Perth/502/2014	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	FEB	14	Homo sapiens	-	Australia	Perth	0	0	CY200582	CY200577	CY200580	CY200579	CY200578	CY200581	0	0	1	1	1	1	1	1
B/Colorado/04/2016	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2016	JAN	21	Homo sapiens	-	USA	NULL	0	0	KX007430	KX007431	KX007432	KX007433	KX007434	KX007435	0	0	1	1	1	1	1	1
B/Maryland/22/2019	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2019	APR	25	Homo sapiens	-	USA	Maryland	0	0	MN230452	MN230453	MN230454	MN230455	MN230456	MN230457	0	0	1	1	1	1	1	1
B/Japan/321/2008	FALSE	2	-|-|-|Victoria|-|-|-|-	Victoria-	2008	JAN	16	Homo sapiens	nasal swab	Japan	NULL	0	0	0	KC457377	0	KC457486	0	0	0	0	0	1	0	1	0	0
B/Tennessee/07/2018	FALSE	12	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	MAR	28	Homo sapiens	-	USA	Tennessee	0	0	MH671674	MH671693	MH671677	MH671672	MH584894	MH671671	0	0	2	2	2	2	2	2
B/California/NHRC_28039/2017	FALSE	2	-|-|-|-|-|-|-|-	--	2017	FEB	22	Homo sapiens	nasal	USA	California	0	0	0	0	0	MF182599	0	MF196149	0	0	0	0	0	1	0	1
B/China/b263/2014	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	FEB	19	Homo sapiens	nasal swab	China	NULL	0	0	0	MN795877	0	0	0	0	0	0	0	1	0	0	0	0
B/North Dakota/01/2017	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	JAN	14	Homo sapiens	-	USA	North Dakota	0	0	CY217641	CY217642	CY217643	CY217644	CY217645	CY217646	0	0	1	1	1	1	1	1
B/Wyoming/14/2018	FALSE	16	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	OCT	4	Homo sapiens	-	USA	Wyoming	0	0	MK244730	MK398427	MK244732	MK244733	MK244734	MK244735	0	0	2	3	2	3	3	3
B/Singapore/Tt080/2013	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2013	JAN	24	Homo sapiens	-	Singapore	Singapore	0	0	CY198510	CY198505	CY198508	CY198507	CY198506	CY198509	0	0	1	1	1	1	1	1
B/Arizona/5400/2016	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	MAR	25	Homo sapiens	Nasal Wash	USA	Arizona	0	0	0	CY209885	0	0	0	0	0	0	0	1	0	0	0	0
B/UlanUde/4/02	FALSE	1	-|-|-|-|-|-|-|-	--	-	-	-	Homo sapiens	-	Russia	Ulan-Ude	0	0	AJ716220	0	0	0	0	0	0	0	1	0	0	0	0	0
B/Palermo/29/2013	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2013	FEB	5	Homo sapiens	oropharyngeal swab	Italy	NULL	0	0	0	KU528938	0	0	0	0	0	0	0	1	0	0	0	0
B/Texas/5261/2016	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2016	MAR	8	Homo sapiens	Nasal Wash	USA	Texas	0	0	0	CY208494	0	0	0	0	0	0	0	1	0	0	0	0
B/Louisiana/3856/2014	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	FEB	4	Homo sapiens	Nasal Wash	USA	LA	0	0	0	CY187774	0	0	0	0	0	0	0	1	0	0	0	0
B/Wisconsin/11/2018	FALSE	18	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	FEB	8	Homo sapiens	-	USA	Wisconsin	0	0	MH585764	MH602234	MH585029	MH585763	MH585765	MH585767	0	0	3	3	3	3	3	3
B/Hong Kong/CUHK06550/2003	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2003	FEB	11	Homo sapiens	-	China	NULL	0	0	0	JX429624	0	0	0	0	0	0	0	1	0	0	0	0
B/Brisbane/9/2008	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	-	-	Homo sapiens	-	Australia	Queensland	0	0	0	KP459570	0	0	0	0	0	0	0	1	0	0	0	0
B/California/NHRC_BRD80879N/2017	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	DEC	13	Homo sapiens	nasopharyngeal swab	USA	California	0	0	MG916790	MG916785	MG916788	MG916787	MG916786	MG916789	0	0	1	1	1	1	1	1
B/Milan/15/2008	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	FEB	29	Homo sapiens	-	Italy	NULL	0	0	0	GQ246475	0	0	0	0	0	0	0	1	0	0	0	0
B/Pennsylvania/06/2016	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	FEB	6	Homo sapiens	-	USA	NULL	0	0	KX611915	KX611916	KX611917	KX611918	KX611919	KX611920	0	0	1	1	1	1	1	1
B/Malindi/7584/2008	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	OCT	30	Homo sapiens	nasopharynx	Kenya	NULL	0	0	0	FJ662944	0	0	0	0	0	0	0	1	0	0	0	0
B/Enna/2/2011	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2011	JAN	29	Homo sapiens	oropharyngeal swab	Italy	NULL	0	0	0	KU529082	0	0	0	0	0	0	0	1	0	0	0	0
