taxon	sequenceID	pubmed_id	gb_place_sampled	gb_country	gb_year	gb_host	gb_source	gb_subtype	isolate_id
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123815	LC123815	27384661	-	USA	1954	Homo sapiens	-	-	C/Great Lakes/1167/1954
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123817	LC123817	27384661	-	France	1967	Homo sapiens	-	-	C/Paris/1/67
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123821	LC123821	27384661	Yamagata	Japan	1992	Homo sapiens	-	-	C/Yamagata/4/92
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123823	LC123823	27384661	Yamagata	Japan	2002	Homo sapiens	-	-	C/Yamagata/5/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123825	LC123825	27384661	Miyagi	Japan	2002	Homo sapiens	-	-	C/Miyagi/4/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123826	LC123826	27384661	Miyagi	Japan	2002	Homo sapiens	-	-	C/Miyagi/11/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123827	LC123827	27384661	Miyagi	Japan	2002	Homo sapiens	-	-	C/Miyagi/20/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123828	LC123828	27384661	Miyagi	Japan	2002	Homo sapiens	-	-	C/Miyagi/28/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123829	LC123829	27384661	Miyagi	Japan	2002	Homo sapiens	-	-	C/Miyagi/31/2002
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123830	LC123830	27384661	Yamagata	Japan	2004	Homo sapiens	-	-	C/Yamagata/3/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123833	LC123833	27384661	Yamagata	Japan	2004	Homo sapiens	-	-	C/Yamagata/18/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123834	LC123834	27384661	Yamagata	Japan	2004	Homo sapiens	-	-	C/Yamagata/26/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123836	LC123836	27384661	Miyagi	Japan	2004	Homo sapiens	-	-	C/Miyagi/12/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123837	LC123837	27384661	Miyagi	Japan	2004	Homo sapiens	-	-	C/Miyagi/25/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123838	LC123838	27384661	Miyagi	Japan	2004	Homo sapiens	-	-	C/Miyagi/42/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123839	LC123839	27384661	Miyagi	Japan	2004	Homo sapiens	-	-	C/Miyagi/47/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123840	LC123840	27384661	Yamagata	Japan	2005	Homo sapiens	-	-	C/Yamagata/1/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123841	LC123841	27384661	Yamagata	Japan	2005	Homo sapiens	-	-	C/Yamagata/2/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123842	LC123842	27384661	Yamagata	Japan	2005	Homo sapiens	-	-	C/Yamagata/3/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123843	LC123843	27384661	Miyagi	Japan	2005	Homo sapiens	-	-	C/Miyagi/2/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123844	LC123844	27384661	Miyagi	Japan	2005	Homo sapiens	-	-	C/Miyagi/4/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123845	LC123845	27384661	Fukuoka	Japan	2005	Homo sapiens	-	-	C/Fukuoka/1/2005
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123846	LC123846	27384661	Fukuoka	Japan	2006	Homo sapiens	-	-	C/Fukuoka/2/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123847	LC123847	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/1/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123848	LC123848	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/9/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123849	LC123849	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/13/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123851	LC123851	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/20/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123852	LC123852	27384661	Miyagi	Japan	2006	Homo sapiens	-	-	C/Miyagi/4/2006
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123853	LC123853	27384661	Yamagata	Japan	2007	Homo sapiens	-	-	C/Yamagata/1/2007
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123854	LC123854	27384661	Yamagata	Japan	2008	Homo sapiens	-	-	C/Yamagata/3/2008
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123855	LC123855	27384661	Yamagata	Japan	2008	Homo sapiens	-	-	C/Yamagata/11/2008
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123856	LC123856	27384661	Yamagata	Japan	2008	Homo sapiens	-	-	C/Yamagata/16/2008
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123858	LC123858	27384661	Miyagi	Japan	2008	Homo sapiens	-	-	C/Miyagi/2/2008
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123860	LC123860	27384661	Miyagi	Japan	2010	Homo sapiens	-	-	C/Miyagi/3/2010
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123861	LC123861	27384661	Tokyo	Japan	2010	Homo sapiens	-	-	C/Tokyo/3/2010
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123862	LC123862	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/1/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123863	LC123863	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/3/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123865	LC123865	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/7/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123866	LC123866	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/14/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123867	LC123867	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/28/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123869	LC123869	27384661	Miyagi	Japan	2012	Homo sapiens	-	-	C/Miyagi/2/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123870	LC123870	27384661	Fukuoka	Japan	2012	Homo sapiens	-	-	C/Fukuoka/1/2012
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123878	LC123878	27384661	Miyagi	Japan	2014	Homo sapiens	-	-	C/Miyagi/2/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123879	LC123879	27384661	Miyagi	Japan	2014	Homo sapiens	-	-	C/Miyagi/5/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123880	LC123880	27384661	Miyagi	Japan	2014	Homo sapiens	-	-	C/Miyagi/6/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123881	LC123881	27384661	Tokyo	Japan	2014	Homo sapiens	-	-	C/Tokyo/1/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC123882	LC123882	27384661	Tokyo	Japan	2014	Homo sapiens	-	-	C/Tokyo/4/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC327657	LC327657	30068890	Iwate	Japan	2016	Homo sapiens	-	-	C/Iwate/1/2016
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC327664	LC327664	30068890	Iwate	Japan	2016	Homo sapiens	-	-	C/Iwate/2/2016
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC603642	LC603642	33802440	Yamagata	Japan	1988	Homo sapiens	-	-	C/Yamagata/11/88
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC603649	LC603649	33802440	Yamagata	Japan	2004	Homo sapiens	-	-	C/Yamagata/29/2004
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/LC720286	LC720286	37741464	Fukushima	Japan	2018	Homo sapiens	nasopharyngea swab using HBTEC-ALI culture	-	C/Fukushima/O181/2018
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MH421868	MH421868	-	Montana	USA	2016	Bos taurus	sick calve's nasal swab	-	C/Bovine/Montana/12/2016
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MH828689	MH828689	32499763	-	Viet Nam	2014	Homo sapiens	nasopharyngeal swab	-	C/Vietnam/1290/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MK050101	MK050101	30978620	-	South Korea	2015	Homo sapiens	-	-	C/Seoul/APD462/2015
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330882	MZ330882	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-162/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330889	MZ330889	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-180/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330896	MZ330896	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-204/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330903	MZ330903	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-293/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330910	MZ330910	-	Biliran	Philippines	2017	Homo sapiens	nasal swab	-	C/Biliran/TB4-024/2017
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330917	MZ330917	-	Biliran	Philippines	2017	Homo sapiens	nasal swab	-	C/Biliran/TB4-067/2017
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330924	MZ330924	-	Biliran	Philippines	2018	Homo sapiens	nasal swab	-	C/Biliran/TB4-130/2018
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330931	MZ330931	-	Biliran	Philippines	2018	Homo sapiens	nasal swab	-	C/Biliran/TB4-169/2018
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330938	MZ330938	-	Biliran	Philippines	2019	Homo sapiens	nasal swab	-	C/Biliran/TB4-271/2019
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330945	MZ330945	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB5-195/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330952	MZ330952	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB5-241/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330959	MZ330959	-	Biliran	Philippines	2017	Homo sapiens	nasal swab	-	C/Biliran/TB5-312/2017
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330966	MZ330966	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-498/2016
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330973	MZ330973	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-536/2016
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330980	MZ330980	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-625/2016
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330987	MZ330987	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-736/2016
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ330994	MZ330994	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB8-250/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ331001	MZ331001	-	Palawan	Philippines	2015	Homo sapiens	nasal swab	-	C/Palawan/061/2015
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/MZ331008	MZ331008	-	Palawan	Philippines	2014	Homo sapiens	nasal swab	-	C/Palawan/068/2014
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/NC_006312	NC_006312	15218173	-	-	-	-	-	-	C/Ann Arbor/1/50
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/OK254889	OK254889	-	-	China	2020	Canis familiaris	nasal swab	-	C/canine/China/Guangzhou-1/2020
alignment/AL_ICV_SEG6/member/icv-ncbi-refseqs-seg6/OK254896	OK254896	-	-	China	2020	Canis familiaris	nasal swab	-	C/canine/China/Guangzhou-2/2020
