taxon	sequenceID	pubmed_id	gb_place_sampled	gb_country	gb_year	gb_host	gb_source	gb_subtype	isolate_id
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123548	LC123548	27384661	Yamagata	Japan	2005	Homo sapiens	-	-	C/Yamagata/3/2005
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123549	LC123549	27384661	Miyagi	Japan	2005	Homo sapiens	-	-	C/Miyagi/2/2005
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123550	LC123550	27384661	Miyagi	Japan	2005	Homo sapiens	-	-	C/Miyagi/4/2005
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123551	LC123551	27384661	Fukuoka	Japan	2005	Homo sapiens	-	-	C/Fukuoka/1/2005
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123552	LC123552	27384661	Fukuoka	Japan	2006	Homo sapiens	-	-	C/Fukuoka/2/2006
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123553	LC123553	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/1/2006
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123554	LC123554	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/9/2006
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123555	LC123555	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/13/2006
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123557	LC123557	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/20/2006
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123558	LC123558	27384661	Miyagi	Japan	2006	Homo sapiens	-	-	C/Miyagi/4/2006
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123559	LC123559	27384661	Yamagata	Japan	2007	Homo sapiens	-	-	C/Yamagata/1/2007
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123560	LC123560	27384661	Yamagata	Japan	2008	Homo sapiens	-	-	C/Yamagata/3/2008
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123561	LC123561	27384661	Yamagata	Japan	2008	Homo sapiens	-	-	C/Yamagata/11/2008
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123562	LC123562	27384661	Yamagata	Japan	2008	Homo sapiens	-	-	C/Yamagata/16/2008
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123564	LC123564	27384661	Miyagi	Japan	2008	Homo sapiens	-	-	C/Miyagi/2/2008
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123566	LC123566	27384661	Miyagi	Japan	2010	Homo sapiens	-	-	C/Miyagi/3/2010
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123567	LC123567	27384661	Tokyo	Japan	2010	Homo sapiens	-	-	C/Tokyo/3/2010
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123568	LC123568	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/1/2012
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123569	LC123569	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/3/2012
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123571	LC123571	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/7/2012
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123572	LC123572	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/14/2012
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123573	LC123573	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/28/2012
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123575	LC123575	27384661	Miyagi	Japan	2012	Homo sapiens	-	-	C/Miyagi/2/2012
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123576	LC123576	27384661	Fukuoka	Japan	2012	Homo sapiens	-	-	C/Fukuoka/1/2012
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123584	LC123584	27384661	Miyagi	Japan	2014	Homo sapiens	-	-	C/Miyagi/2/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123585	LC123585	27384661	Miyagi	Japan	2014	Homo sapiens	-	-	C/Miyagi/5/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123586	LC123586	27384661	Miyagi	Japan	2014	Homo sapiens	-	-	C/Miyagi/6/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123587	LC123587	27384661	Tokyo	Japan	2014	Homo sapiens	-	-	C/Tokyo/1/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC123588	LC123588	27384661	Tokyo	Japan	2014	Homo sapiens	-	-	C/Tokyo/4/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC327654	LC327654	30068890	Iwate	Japan	2016	Homo sapiens	-	-	C/Iwate/1/2016
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC327661	LC327661	30068890	Iwate	Japan	2016	Homo sapiens	-	-	C/Iwate/2/2016
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC603645	LC603645	33802440	Yamagata	Japan	1988	Homo sapiens	-	-	C/Yamagata/11/88
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC603652	LC603652	33802440	Yamagata	Japan	2004	Homo sapiens	-	-	C/Yamagata/29/2004
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/LC720291	LC720291	37741464	Fukushima	Japan	2018	Homo sapiens	nasopharyngea swab using HBTEC-ALI culture	-	C/Fukushima/O181/2018
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MH348115	MH348115	-	Montana	USA	2016	Bos taurus	sick calve's nasal swab	-	C/Bovine/Montana/12/2016
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MH828692	MH828692	32499763	-	Viet Nam	2014	Homo sapiens	nasopharyngeal swab	-	C/Vietnam/1290/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MK050102	MK050102	30978620	-	South Korea	2015	Homo sapiens	-	-	C/Seoul/APD462/2015
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330885	MZ330885	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-162/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330892	MZ330892	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-180/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330899	MZ330899	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-204/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330906	MZ330906	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-293/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330913	MZ330913	-	Biliran	Philippines	2017	Homo sapiens	nasal swab	-	C/Biliran/TB4-024/2017
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330920	MZ330920	-	Biliran	Philippines	2017	Homo sapiens	nasal swab	-	C/Biliran/TB4-067/2017
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330927	MZ330927	-	Biliran	Philippines	2018	Homo sapiens	nasal swab	-	C/Biliran/TB4-130/2018
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330934	MZ330934	-	Biliran	Philippines	2018	Homo sapiens	nasal swab	-	C/Biliran/TB4-169/2018
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330941	MZ330941	-	Biliran	Philippines	2019	Homo sapiens	nasal swab	-	C/Biliran/TB4-271/2019
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330948	MZ330948	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB5-195/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330955	MZ330955	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB5-241/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330962	MZ330962	-	Biliran	Philippines	2017	Homo sapiens	nasal swab	-	C/Biliran/TB5-312/2017
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330969	MZ330969	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-498/2016
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330976	MZ330976	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-536/2016
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330983	MZ330983	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-625/2016
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330990	MZ330990	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-736/2016
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ330997	MZ330997	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB8-250/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ331004	MZ331004	-	Palawan	Philippines	2015	Homo sapiens	nasal swab	-	C/Palawan/061/2015
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/MZ331011	MZ331011	-	Palawan	Philippines	2014	Homo sapiens	nasal swab	-	C/Palawan/068/2014
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/NC_006309	NC_006309	15218173	-	-	-	-	-	-	C/Ann Arbor/1/50
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/OK254892	OK254892	-	-	China	2020	Canis familiaris	nasal swab	-	C/canine/China/Guangzhou-1/2020
alignment/AL_ICV_SEG3/member/icv-ncbi-refseqs-seg3/OK254899	OK254899	-	-	China	2020	Canis familiaris	nasal swab	-	C/canine/China/Guangzhou-2/2020
