taxon	sequenceID	pubmed_id	gb_place_sampled	gb_country	gb_year	gb_host	gb_source	gb_subtype	isolate_id
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/KT835342	KT835342	26655269	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	C/Scotland/7274/2007
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/KT835343	KT835343	26655269	-	United Kingdom	2007	Homo sapiens	respiratory sample	-	C/Scotland/6855/2007
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123284	LC123284	27384661	-	USA	1954	Homo sapiens	-	-	C/Great Lakes/1167/1954
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123287	LC123287	27384661	-	France	1967	Homo sapiens	-	-	C/Paris/1/67
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123294	LC123294	27384661	-	USA	1978	Homo sapiens	-	-	C/California/78
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123312	LC123312	27384661	Yamagata	Japan	1992	Homo sapiens	-	-	C/Yamagata/4/92
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123325	LC123325	27384661	Yamagata	Japan	2002	Homo sapiens	-	-	C/Yamagata/5/2002
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123327	LC123327	27384661	Miyagi	Japan	2002	Homo sapiens	-	-	C/Miyagi/4/2002
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123328	LC123328	27384661	Miyagi	Japan	2002	Homo sapiens	-	-	C/Miyagi/11/2002
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123329	LC123329	27384661	Miyagi	Japan	2002	Homo sapiens	-	-	C/Miyagi/20/2002
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123330	LC123330	27384661	Miyagi	Japan	2002	Homo sapiens	-	-	C/Miyagi/28/2002
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123331	LC123331	27384661	Miyagi	Japan	2002	Homo sapiens	-	-	C/Miyagi/31/2002
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123332	LC123332	27384661	Yamagata	Japan	2004	Homo sapiens	-	-	C/Yamagata/3/2004
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123335	LC123335	27384661	Yamagata	Japan	2004	Homo sapiens	-	-	C/Yamagata/18/2004
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123336	LC123336	27384661	Yamagata	Japan	2004	Homo sapiens	-	-	C/Yamagata/26/2004
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123338	LC123338	27384661	Miyagi	Japan	2004	Homo sapiens	-	-	C/Miyagi/12/2004
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123339	LC123339	27384661	Miyagi	Japan	2004	Homo sapiens	-	-	C/Miyagi/25/2004
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123340	LC123340	27384661	Miyagi	Japan	2004	Homo sapiens	-	-	C/Miyagi/42/2004
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123341	LC123341	27384661	Miyagi	Japan	2004	Homo sapiens	-	-	C/Miyagi/47/2004
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123342	LC123342	27384661	Yamagata	Japan	2005	Homo sapiens	-	-	C/Yamagata/1/2005
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123343	LC123343	27384661	Yamagata	Japan	2005	Homo sapiens	-	-	C/Yamagata/2/2005
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123344	LC123344	27384661	Yamagata	Japan	2005	Homo sapiens	-	-	C/Yamagata/3/2005
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123345	LC123345	27384661	Miyagi	Japan	2005	Homo sapiens	-	-	C/Miyagi/2/2005
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123346	LC123346	27384661	Miyagi	Japan	2005	Homo sapiens	-	-	C/Miyagi/4/2005
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123347	LC123347	27384661	Fukuoka	Japan	2005	Homo sapiens	-	-	C/Fukuoka/1/2005
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123348	LC123348	27384661	Fukuoka	Japan	2006	Homo sapiens	-	-	C/Fukuoka/2/2006
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123349	LC123349	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/1/2006
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123350	LC123350	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/9/2006
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123351	LC123351	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/13/2006
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123353	LC123353	27384661	Yamagata	Japan	2006	Homo sapiens	-	-	C/Yamagata/20/2006
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123354	LC123354	27384661	Miyagi	Japan	2006	Homo sapiens	-	-	C/Miyagi/4/2006
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123355	LC123355	27384661	Yamagata	Japan	2007	Homo sapiens	-	-	C/Yamagata/1/2007
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123356	LC123356	27384661	Yamagata	Japan	2008	Homo sapiens	-	-	C/Yamagata/3/2008
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123357	LC123357	27384661	Yamagata	Japan	2008	Homo sapiens	-	-	C/Yamagata/11/2008
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123358	LC123358	27384661	Yamagata	Japan	2008	Homo sapiens	-	-	C/Yamagata/16/2008
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123360	LC123360	27384661	Miyagi	Japan	2008	Homo sapiens	-	-	C/Miyagi/2/2008
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123362	LC123362	27384661	Miyagi	Japan	2010	Homo sapiens	-	-	C/Miyagi/3/2010
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123363	LC123363	27384661	Tokyo	Japan	2010	Homo sapiens	-	-	C/Tokyo/3/2010
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123364	LC123364	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/1/2012
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123365	LC123365	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/3/2012
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123367	LC123367	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/7/2012
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123368	LC123368	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/14/2012
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123369	LC123369	27384661	Yamagata	Japan	2012	Homo sapiens	-	-	C/Yamagata/28/2012
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123371	LC123371	27384661	Miyagi	Japan	2012	Homo sapiens	-	-	C/Miyagi/2/2012
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123372	LC123372	27384661	Fukuoka	Japan	2012	Homo sapiens	-	-	C/Fukuoka/1/2012
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123380	LC123380	27384661	Miyagi	Japan	2014	Homo sapiens	-	-	C/Miyagi/2/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123381	LC123381	27384661	Miyagi	Japan	2014	Homo sapiens	-	-	C/Miyagi/5/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123382	LC123382	27384661	Miyagi	Japan	2014	Homo sapiens	-	-	C/Miyagi/6/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123383	LC123383	27384661	Tokyo	Japan	2014	Homo sapiens	-	-	C/Tokyo/1/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC123384	LC123384	27384661	Tokyo	Japan	2014	Homo sapiens	-	-	C/Tokyo/4/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC327652	LC327652	30068890	Iwate	Japan	2016	Homo sapiens	-	-	C/Iwate/1/2016
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC327659	LC327659	30068890	Iwate	Japan	2016	Homo sapiens	-	-	C/Iwate/2/2016
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC603646	LC603646	33802440	Yamagata	Japan	1988	Homo sapiens	-	-	C/Yamagata/11/88
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC603653	LC603653	33802440	Yamagata	Japan	2004	Homo sapiens	-	-	C/Yamagata/29/2004
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/LC720290	LC720290	37741464	Fukushima	Japan	2018	Homo sapiens	nasopharyngea swab using HBTEC-ALI culture	-	-
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MH348113	MH348113	-	Montana	USA	2016	Bos taurus	sick calve's nasal swab	-	C/Bovine/Montana/12/2016
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MH828694	MH828694	32499763	-	Viet Nam	2014	Homo sapiens	nasopharyngeal swab	-	C/Vietnam/1290/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MK050104	MK050104	30978620	-	South Korea	2015	Homo sapiens	-	-	C/Seoul/APD462/2015
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330887	MZ330887	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-162/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330894	MZ330894	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-180/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330901	MZ330901	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-204/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330908	MZ330908	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB2-293/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330915	MZ330915	-	Biliran	Philippines	2017	Homo sapiens	nasal swab	-	C/Biliran/TB4-024/2017
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330922	MZ330922	-	Biliran	Philippines	2017	Homo sapiens	nasal swab	-	C/Biliran/TB4-067/2017
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330929	MZ330929	-	Biliran	Philippines	2018	Homo sapiens	nasal swab	-	C/Biliran/TB4-130/2018
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330936	MZ330936	-	Biliran	Philippines	2018	Homo sapiens	nasal swab	-	C/Biliran/TB4-169/2018
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330943	MZ330943	-	Biliran	Philippines	2019	Homo sapiens	nasal swab	-	C/Biliran/TB4-271/2019
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330950	MZ330950	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB5-195/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330957	MZ330957	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB5-241/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330964	MZ330964	-	Biliran	Philippines	2017	Homo sapiens	nasal swab	-	C/Biliran/TB5-312/2017
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330971	MZ330971	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-498/2016
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330978	MZ330978	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-536/2016
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330985	MZ330985	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-625/2016
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330992	MZ330992	-	Biliran	Philippines	2016	Homo sapiens	nasal swab	-	C/Biliran/TB5-736/2016
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ330999	MZ330999	-	Biliran	Philippines	2014	Homo sapiens	nasal swab	-	C/Biliran/TB8-250/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ331006	MZ331006	-	Palawan	Philippines	2015	Homo sapiens	nasal swab	-	C/Palawan/061/2015
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/MZ331013	MZ331013	-	Palawan	Philippines	2014	Homo sapiens	nasal swab	-	C/Palawan/068/2014
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/NC_006307	NC_006307	15218173	-	-	-	-	-	-	C/Ann Arbor/1/50
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/OK254894	OK254894	-	-	China	2020	Canis familiaris	nasal swab	-	C/canine/China/Guangzhou-1/2020
alignment/AL_ICV_SEG1/member/icv-ncbi-refseqs-seg1/OK254901	OK254901	-	-	China	2020	Canis familiaris	nasal swab	-	C/canine/China/Guangzhou-2/2020
